,timedate,soc_rel
72,2016-07-01 06:00:00,0.261269
73,2016-07-01 06:05:00,0.261269
74,2016-07-01 06:10:00,0.261269
75,2016-07-01 06:15:00,0.261269
76,2016-07-01 06:20:00,0.261269
77,2016-07-01 06:25:00,0.261269
78,2016-07-01 06:30:00,0.261269
79,2016-07-01 06:35:00,0.261269
80,2016-07-01 06:40:00,0.261269
81,2016-07-01 06:45:00,0.261269
82,2016-07-01 06:50:00,0.261269
83,2016-07-01 06:55:00,0.261269
84,2016-07-01 07:00:00,0.261269
85,2016-07-01 07:05:00,0.261269
86,2016-07-01 07:10:00,0.261269
87,2016-07-01 07:15:00,0.261269
88,2016-07-01 07:20:00,0.261269
89,2016-07-01 07:25:00,0.261269
90,2016-07-01 07:30:00,0.261269
91,2016-07-01 07:35:00,0.261269
92,2016-07-01 07:40:00,0.261269
93,2016-07-01 07:45:00,0.261269
94,2016-07-01 07:50:00,0.261269
95,2016-07-01 07:55:00,0.261269
96,2016-07-01 08:00:00,0.261269
97,2016-07-01 08:05:00,0.261269
98,2016-07-01 08:10:00,0.261269
99,2016-07-01 08:15:00,0.261269
100,2016-07-01 08:20:00,0.261269
101,2016-07-01 08:25:00,0.261269
102,2016-07-01 08:30:00,0.261269
103,2016-07-01 08:35:00,0.261269
104,2016-07-01 08:40:00,0.261269
105,2016-07-01 08:45:00,0.261269
106,2016-07-01 08:50:00,0.261269
107,2016-07-01 08:55:00,0.261269
108,2016-07-01 09:00:00,0.261269
109,2016-07-01 09:05:00,0.261269
110,2016-07-01 09:10:00,0.261269
111,2016-07-01 09:15:00,0.261269
112,2016-07-01 09:20:00,0.261269
113,2016-07-01 09:25:00,0.261269
114,2016-07-01 09:30:00,0.261269
115,2016-07-01 09:35:00,0.261269
116,2016-07-01 09:40:00,0.261269
117,2016-07-01 09:45:00,0.261269
118,2016-07-01 09:50:00,0.261269
119,2016-07-01 09:55:00,0.261269
120,2016-07-01 10:00:00,0.261269
121,2016-07-01 10:05:00,0.261269
122,2016-07-01 10:10:00,0.261269
123,2016-07-01 10:15:00,0.261269
124,2016-07-01 10:20:00,0.261269
125,2016-07-01 10:25:00,0.261269
126,2016-07-01 10:30:00,0.261269
127,2016-07-01 10:35:00,0.261269
128,2016-07-01 10:40:00,0.261269
129,2016-07-01 10:45:00,0.261269
130,2016-07-01 10:50:00,0.261269
131,2016-07-01 10:55:00,0.261269
132,2016-07-01 11:00:00,0.261269
133,2016-07-01 11:05:00,0.261269
134,2016-07-01 11:10:00,0.261269
135,2016-07-01 11:15:00,0.261269
136,2016-07-01 11:20:00,0.261269
137,2016-07-01 11:25:00,0.261269
138,2016-07-01 11:30:00,0.261269
139,2016-07-01 11:35:00,0.261269
140,2016-07-01 11:40:00,0.261269
141,2016-07-01 11:45:00,0.261269
142,2016-07-01 11:50:00,0.261269
143,2016-07-01 11:55:00,0.261269
144,2016-07-01 12:00:00,0.261269
145,2016-07-01 12:05:00,0.261269
146,2016-07-01 12:10:00,0.261269
147,2016-07-01 12:15:00,0.261269
148,2016-07-01 12:20:00,0.261269
149,2016-07-01 12:25:00,0.261269
150,2016-07-01 12:30:00,0.261269
151,2016-07-01 12:35:00,0.261269
152,2016-07-01 12:40:00,0.261269
153,2016-07-01 12:45:00,0.261269
154,2016-07-01 12:50:00,0.261269
155,2016-07-01 12:55:00,0.261269
156,2016-07-01 13:00:00,0.261269
157,2016-07-01 13:05:00,0.261269
158,2016-07-01 13:10:00,0.261269
159,2016-07-01 13:15:00,0.261269
160,2016-07-01 13:20:00,0.261269
161,2016-07-01 13:25:00,0.261269
162,2016-07-01 13:30:00,0.261269
163,2016-07-01 13:35:00,0.261269
164,2016-07-01 13:40:00,0.261269
165,2016-07-01 13:45:00,0.261269
166,2016-07-01 13:50:00,0.261269
167,2016-07-01 13:55:00,0.261269
168,2016-07-01 14:00:00,0.261269
169,2016-07-01 14:05:00,0.261269
170,2016-07-01 14:10:00,0.261269
171,2016-07-01 14:15:00,0.261269
172,2016-07-01 14:20:00,0.261269
173,2016-07-01 14:25:00,0.261269
174,2016-07-01 14:30:00,0.261269
175,2016-07-01 14:35:00,0.261269
176,2016-07-01 14:40:00,0.261269
177,2016-07-01 14:45:00,0.261269
178,2016-07-01 14:50:00,0.261269
179,2016-07-01 14:55:00,0.261269
180,2016-07-01 15:00:00,0.261269
181,2016-07-01 15:05:00,0.261269
182,2016-07-01 15:10:00,0.261269
183,2016-07-01 15:15:00,0.261269
184,2016-07-01 15:20:00,0.261269
185,2016-07-01 15:25:00,0.261269
186,2016-07-01 15:30:00,0.261269
187,2016-07-01 15:35:00,0.261269
188,2016-07-01 15:40:00,0.261269
189,2016-07-01 15:45:00,0.261269
190,2016-07-01 15:50:00,0.261269
191,2016-07-01 15:55:00,0.261269
192,2016-07-01 16:00:00,0.261269
193,2016-07-01 16:05:00,0.261269
194,2016-07-01 16:10:00,0.261269
195,2016-07-01 16:15:00,0.261269
196,2016-07-01 16:20:00,0.261269
197,2016-07-01 16:25:00,0.261269
198,2016-07-01 16:30:00,0.261269
199,2016-07-01 16:35:00,0.261269
200,2016-07-01 16:40:00,0.261269
201,2016-07-01 16:45:00,0.261269
202,2016-07-01 16:50:00,0.261269
203,2016-07-01 16:55:00,0.261269
204,2016-07-01 17:00:00,0.261269
205,2016-07-01 17:05:00,0.261269
206,2016-07-01 17:10:00,0.261269
207,2016-07-01 17:15:00,0.261269
208,2016-07-01 17:20:00,0.261269
209,2016-07-01 17:25:00,0.261269
210,2016-07-01 17:30:00,0.261269
211,2016-07-01 17:35:00,0.261269
212,2016-07-01 17:40:00,0.261269
213,2016-07-01 17:45:00,0.261269
214,2016-07-01 17:50:00,0.261269
215,2016-07-01 17:55:00,0.261269
216,2016-07-01 18:00:00,0.261269
217,2016-07-01 18:05:00,0.261269
218,2016-07-01 18:10:00,0.261269
219,2016-07-01 18:15:00,0.261269
220,2016-07-01 18:20:00,0.261269
221,2016-07-01 18:25:00,0.261269
222,2016-07-01 18:30:00,0.261269
223,2016-07-01 18:35:00,0.261269
224,2016-07-01 18:40:00,0.261269
225,2016-07-01 18:45:00,0.261269
226,2016-07-01 18:50:00,0.261269
227,2016-07-01 18:55:00,0.261269
228,2016-07-01 19:00:00,0.261269
229,2016-07-01 19:05:00,0.261269
230,2016-07-01 19:10:00,0.261269
231,2016-07-01 19:15:00,0.261269
232,2016-07-01 19:20:00,0.261269
233,2016-07-01 19:25:00,0.261269
234,2016-07-01 19:30:00,0.261269
235,2016-07-01 19:35:00,0.261269
236,2016-07-01 19:40:00,0.261269
237,2016-07-01 19:45:00,0.261269
238,2016-07-01 19:50:00,0.261269
239,2016-07-01 19:55:00,0.261269
240,2016-07-01 20:00:00,0.261269
241,2016-07-01 20:05:00,0.261269
242,2016-07-01 20:10:00,0.261269
243,2016-07-01 20:15:00,0.261269
244,2016-07-01 20:20:00,0.261269
245,2016-07-01 20:25:00,0.261269
246,2016-07-01 20:30:00,0.261269
247,2016-07-01 20:35:00,0.261269
248,2016-07-01 20:40:00,0.261269
249,2016-07-01 20:45:00,0.261269
250,2016-07-01 20:50:00,0.261269
251,2016-07-01 20:55:00,0.261269
252,2016-07-01 21:00:00,0.261269
253,2016-07-01 21:05:00,0.261269
254,2016-07-01 21:10:00,0.261269
255,2016-07-01 21:15:00,0.261269
256,2016-07-01 21:20:00,0.261269
257,2016-07-01 21:25:00,0.261269
258,2016-07-01 21:30:00,0.261269
259,2016-07-01 21:35:00,0.261269
260,2016-07-01 21:40:00,0.261269
261,2016-07-01 21:45:00,0.261269
262,2016-07-01 21:50:00,0.261269
263,2016-07-01 21:55:00,0.261269
264,2016-07-01 22:00:00,0.261269
265,2016-07-01 22:05:00,0.261269
266,2016-07-01 22:10:00,0.261269
267,2016-07-01 22:15:00,0.261269
268,2016-07-01 22:20:00,0.261269
269,2016-07-01 22:25:00,0.261269
270,2016-07-01 22:30:00,0.261269
271,2016-07-01 22:35:00,0.261269
272,2016-07-01 22:40:00,0.261269
273,2016-07-01 22:45:00,0.261269
274,2016-07-01 22:50:00,0.261269
275,2016-07-01 22:55:00,0.261269
276,2016-07-01 23:00:00,0.261269
277,2016-07-01 23:05:00,0.261269
278,2016-07-01 23:10:00,0.261269
279,2016-07-01 23:15:00,0.261269
280,2016-07-01 23:20:00,0.261269
281,2016-07-01 23:25:00,0.261269
282,2016-07-01 23:30:00,0.261269
283,2016-07-01 23:35:00,0.261269
284,2016-07-01 23:40:00,0.261269
285,2016-07-01 23:45:00,0.261269
286,2016-07-01 23:50:00,0.261269
287,2016-07-01 23:55:00,0.261269
288,2016-07-02 00:00:00,0.261269
