# file...... TESS_mysql/TESS_mysql_0001/hvac_load_all.csv
# date...... Tue Jun  9 04:22:16 2020
# user...... (null)
# host...... (null)
# group..... class=house
# property.. hvac_load
# limit..... 0
# interval.. 60
# timestamp,house_1,house_2,house_3,house_4,house_5,house_6
2016-07-01 00:00:00 PDT,+2.94961,+2.94961,+2.95914,+2.95914,+3.4161,+2.95829
2016-07-01 00:01:00 PDT,+2.9491,+2.9491,+2.95863,+2.95863,+3.41551,+2.95779
2016-07-01 00:02:00 PDT,+2.94859,+2.94859,+2.95812,+2.95812,+3.41492,+2.95728
2016-07-01 00:03:00 PDT,+2.94809,+2.94809,+2.95761,+2.95761,+3.41432,+2.95677
2016-07-01 00:04:00 PDT,+2.94758,+2.94758,+2.9571,+2.9571,+3.41373,+2.95626
2016-07-01 00:05:00 PDT,+2.94707,+2.94707,+2.95659,+2.95659,+3.41314,+2.95575
2016-07-01 00:06:00 PDT,+2.94812,+2.94812,+2.95701,+2.95701,+3.41378,+2.95632
2016-07-01 00:07:00 PDT,+2.94761,+2.94761,+2.9565,+2.9565,+3.41319,+2.95581
2016-07-01 00:08:00 PDT,+2.9471,+2.9471,+2.956,+2.956,+3.4126,+2.9553
2016-07-01 00:09:00 PDT,+2.94659,+2.94659,+2.95549,+2.95549,+3.412,+2.95479
2016-07-01 00:10:00 PDT,+2.94609,+2.94609,+2.95497,+2.95497,+3.41141,+2.95428
2016-07-01 00:11:00 PDT,+2.94402,+2.94402,+2.95353,+2.95353,+3.40957,+2.9527
2016-07-01 00:12:00 PDT,+2.94351,+2.94351,+2.95302,+2.95302,+3.40898,+2.95219
2016-07-01 00:13:00 PDT,+2.94301,+2.94301,+2.95251,+2.95251,+3.40838,+2.95167
2016-07-01 00:14:00 PDT,+2.9425,+2.9425,+2.952,+2.952,+3.40779,+2.95116
2016-07-01 00:15:00 PDT,+2.94199,+2.94199,+2.95149,+2.95149,+3.40719,+2.95065
2016-07-01 00:16:00 PDT,+2.94148,+2.94148,+2.95098,+2.95098,+3.40659,+2.95014
2016-07-01 00:17:00 PDT,+2.94097,+2.94097,+2.95047,+2.95047,+3.406,+2.94963
2016-07-01 00:18:00 PDT,+2.94046,+2.94046,+2.94996,+2.94996,+3.4054,+2.94912
2016-07-01 00:19:00 PDT,+2.93995,+2.93995,+2.94945,+2.94945,+3.4048,+2.94861
2016-07-01 00:20:00 PDT,+2.93944,+6.0941,+2.94893,+2.94893,+3.40421,+2.9481
2016-07-01 00:21:00 PDT,+2.93611,+6.08614,+2.94963,+2.94963,+3.40369,+2.94765
2016-07-01 00:22:00 PDT,+2.9356,+6.08404,+2.94912,+2.94912,+3.40309,+2.94714
2016-07-01 00:23:00 PDT,+2.93509,+6.08194,+2.94861,+2.94861,+3.40249,+2.94663
