,timedate,mode,T_air,q_heat,q_cool
52,2016-07-01 04:20:00,COOL,76.5167,5.58592,2.61242
53,2016-07-01 04:25:00,COOL,72.5999,5.57918,2.60947
54,2016-07-01 04:30:00,HEAT,69.8041,5.57263,2.60661
55,2016-07-01 04:35:00,COOL,76.8018,5.56627,2.60382
56,2016-07-01 04:40:00,COOL,72.7672,5.56012,2.60112
57,2016-07-01 04:45:00,HEAT,69.9362,5.55416,2.59851
58,2016-07-01 04:50:00,COOL,76.8937,5.5484,2.59598
59,2016-07-01 04:55:00,COOL,72.86,5.54283,2.59353
60,2016-07-01 05:00:00,HEAT,70.029,5.53747,2.59117
61,2016-07-01 05:05:00,COOL,76.9607,5.5335,2.58942
62,2016-07-01 05:10:00,COOL,72.9326,5.5298,2.58778
63,2016-07-01 05:15:00,HEAT,70.1042,5.52602,2.58612
64,2016-07-01 05:20:00,COOL,77.0171,5.52218,2.58442
65,2016-07-01 05:25:00,COOL,72.9916,5.51827,2.58269
66,2016-07-01 05:30:00,HEAT,70.1636,5.51429,2.58093
67,2016-07-01 05:35:00,COOL,77.0615,5.51025,2.57914
68,2016-07-01 05:40:00,COOL,73.0387,5.50613,2.57732
69,2016-07-01 05:45:00,HEAT,70.2099,5.50195,2.57547
70,2016-07-01 05:50:00,COOL,77.0866,5.4977,2.57358
71,2016-07-01 05:55:00,COOL,73.0663,5.49338,2.57166
72,2016-07-01 06:00:00,HEAT,70.2376,5.489,2.56971
73,2016-07-01 06:05:00,COOL,71.5,5.48063,2.56598
74,2016-07-01 06:10:00,HEAT,69.467,5.472,2.56213
75,2016-07-01 06:15:00,COOL,70.6534,5.46418,2.55864
76,2016-07-01 06:20:00,COOL,71.3413,5.45716,2.55549
77,2016-07-01 06:25:00,COOL,71.5526,5.45095,2.55271
78,2016-07-01 06:30:00,COOL,71.6185,5.44554,2.55028
79,2016-07-01 06:35:00,COOL,71.6399,5.44094,2.54821
80,2016-07-01 06:40:00,COOL,71.6476,5.43714,2.5465
81,2016-07-01 06:45:00,COOL,71.6511,5.43416,2.54516
82,2016-07-01 06:50:00,COOL,71.6534,5.43198,2.54418
83,2016-07-01 06:55:00,COOL,71.6557,5.43061,2.54356
84,2016-07-01 07:00:00,COOL,71.6619,5.43004,2.5433
85,2016-07-01 07:05:00,COOL,71.6759,5.43088,2.54368
86,2016-07-01 07:10:00,COOL,71.7011,5.43257,2.54444
87,2016-07-01 07:15:00,COOL,71.7351,5.43492,2.5455
88,2016-07-01 07:20:00,COOL,71.777,5.43795,2.54686
89,2016-07-01 07:25:00,COOL,71.8265,5.44165,2.54853
90,2016-07-01 07:30:00,COOL,71.8834,5.44602,2.55049
91,2016-07-01 07:35:00,COOL,71.9478,5.45106,2.55276
92,2016-07-01 07:40:00,HEAT,69.276,5.45678,2.55532
93,2016-07-01 07:45:00,HEAT,70.332,5.46317,2.55818
94,2016-07-01 07:50:00,COOL,71.0467,5.47023,2.56134
95,2016-07-01 07:55:00,COOL,71.3376,5.47796,2.56479
96,2016-07-01 08:00:00,HEAT,68.7677,5.48635,2.56853
97,2016-07-01 08:05:00,HEAT,69.8775,5.49813,2.57377
98,2016-07-01 08:10:00,COOL,70.6372,5.5107,2.57934
99,2016-07-01 08:15:00,COOL,70.9713,5.52333,2.58493
100,2016-07-01 08:20:00,COOL,71.1808,5.53602,2.59053
101,2016-07-01 08:25:00,HEAT,68.6318,5.54876,2.59614
102,2016-07-01 08:30:00,HEAT,69.773,5.56156,2.60176
103,2016-07-01 08:35:00,COOL,70.5703,5.57441,2.60739
104,2016-07-01 08:40:00,COOL,70.9444,5.58731,2.61303
105,2016-07-01 08:45:00,COOL,71.1936,5.60026,2.61868
106,2016-07-01 08:50:00,HEAT,68.695,5.61326,2.62434
107,2016-07-01 08:55:00,HEAT,69.8693,5.6263,2.63
108,2016-07-01 09:00:00,COOL,70.6999,5.63939,2.63568
109,2016-07-01 09:05:00,COOL,71.1077,5.65608,2.6429
110,2016-07-01 09:10:00,HEAT,68.6873,5.67297,2.6502
111,2016-07-01 09:15:00,HEAT,69.8951,5.68908,2.65715
112,2016-07-01 09:20:00,COOL,70.7505,5.70443,2.66375
113,2016-07-01 09:25:00,COOL,71.181,5.71902,2.67002
114,2016-07-01 09:30:00,HEAT,68.7953,5.73285,2.67596
115,2016-07-01 09:35:00,HEAT,70.0194,5.74592,2.68156
116,2016-07-01 09:40:00,COOL,70.8926,5.75824,2.68684
117,2016-07-01 09:45:00,COOL,71.3425,5.76981,2.6918
118,2016-07-01 09:50:00,COOL,71.6654,5.78064,2.69644
119,2016-07-01 09:55:00,HEAT,69.2751,5.79073,2.70076
120,2016-07-01 10:00:00,COOL,70.5047,5.80009,2.70476
121,2016-07-01 10:05:00,COOL,71.3923,5.8027,2.70588
122,2016-07-01 10:10:00,HEAT,69.1844,5.8043,2.70656
123,2016-07-01 10:15:00,HEAT,70.4775,5.80654,2.70752
124,2016-07-01 10:20:00,COOL,71.3945,5.80942,2.70875
125,2016-07-01 10:25:00,COOL,71.8821,5.81294,2.71026
126,2016-07-01 10:30:00,HEAT,69.5645,5.8171,2.71203
127,2016-07-01 10:35:00,COOL,70.8386,5.82188,2.71408
128,2016-07-01 10:40:00,COOL,71.763,5.8273,2.7164
129,2016-07-01 10:45:00,HEAT,69.5896,5.83334,2.71898
130,2016-07-01 10:50:00,COOL,70.9182,5.84,2.72183
131,2016-07-01 10:55:00,HEAT,69.1944,5.84729,2.72495
132,2016-07-01 11:00:00,COOL,70.6682,5.85627,2.72833
133,2016-07-01 11:05:00,COOL,71.6752,5.87849,2.73378
134,2016-07-01 11:10:00,HEAT,69.56,5.90222,2.73956
135,2016-07-01 11:15:00,COOL,70.9321,5.92544,2.74519
136,2016-07-01 11:20:00,HEAT,69.2587,5.94817,2.75066
137,2016-07-01 11:25:00,COOL,70.7705,5.97039,2.75597
138,2016-07-01 11:30:00,HEAT,69.1504,5.99209,2.76114
139,2016-07-01 11:35:00,COOL,70.6817,6.01329,2.76615
140,2016-07-01 11:40:00,COOL,71.7343,6.03396,2.77101
141,2016-07-01 11:45:00,HEAT,69.6666,6.05412,2.77573
142,2016-07-01 11:50:00,COOL,71.0608,6.07375,2.7803
143,2016-07-01 11:55:00,HEAT,69.4159,6.09286,2.78472
144,2016-07-01 12:00:00,COOL,70.9377,6.11144,2.789
145,2016-07-01 12:05:00,HEAT,69.3281,6.13251,2.79383
146,2016-07-01 12:10:00,COOL,70.8436,6.15321,2.79854
147,2016-07-01 12:15:00,HEAT,69.2145,6.1727,2.80296
148,2016-07-01 12:20:00,COOL,77.2781,6.19098,2.80708
149,2016-07-01 12:25:00,COOL,73.3053,6.20804,2.81091
150,2016-07-01 12:30:00,COOL,70.6429,6.22389,2.81445
151,2016-07-01 12:35:00,COOL,72.1251,6.2385,2.8177
152,2016-07-01 12:40:00,HEAT,70.4619,6.25188,2.82066
153,2016-07-01 12:45:00,COOL,71.9325,6.26402,2.82335
154,2016-07-01 12:50:00,HEAT,70.2607,6.27493,2.82575
155,2016-07-01 12:55:00,COOL,71.7303,6.28459,2.82787
156,2016-07-01 13:00:00,HEAT,70.056,6.293,2.82971
157,2016-07-01 13:05:00,COOL,71.5295,6.29709,2.8306
158,2016-07-01 13:10:00,HEAT,69.8567,6.29977,2.83119
159,2016-07-01 13:15:00,COOL,71.3443,6.30188,2.83165
160,2016-07-01 13:20:00,HEAT,69.6729,6.30343,2.83199
161,2016-07-01 13:25:00,COOL,71.1729,6.3044,2.8322
162,2016-07-01 13:30:00,HEAT,69.5023,6.3048,2.83229
163,2016-07-01 13:35:00,COOL,71.0142,6.30463,2.83225
164,2016-07-01 13:40:00,HEAT,69.3488,6.30388,2.83209
165,2016-07-01 13:45:00,COOL,77.5614,6.30257,2.8318
166,2016-07-01 13:50:00,COOL,73.5205,6.30068,2.83139
167,2016-07-01 13:55:00,COOL,70.8188,6.29823,2.83085
168,2016-07-01 14:00:00,HEAT,69.6456,6.2952,2.83019
169,2016-07-01 14:05:00,COOL,78.3115,6.27781,2.82638
170,2016-07-01 14:10:00,COOL,74.4283,6.25919,2.82228
171,2016-07-01 14:15:00,COOL,71.792,6.24311,2.81872
172,2016-07-01 14:20:00,COOL,70.6512,6.22955,2.81571
173,2016-07-01 14:25:00,HEAT,69.9706,6.21849,2.81324
174,2016-07-01 14:30:00,COOL,78.7169,6.20994,2.81133
175,2016-07-01 14:35:00,COOL,74.9311,6.20389,2.80998
176,2016-07-01 14:40:00,COOL,72.3458,6.20034,2.80918
177,2016-07-01 14:45:00,COOL,71.2274,6.19927,2.80894
178,2016-07-01 14:50:00,COOL,70.5615,6.2007,2.80926
179,2016-07-01 14:55:00,HEAT,70.038,6.20462,2.81014
180,2016-07-01 15:00:00,COOL,78.8264,6.21103,2.81158
181,2016-07-01 15:05:00,COOL,75.0705,6.23978,2.81798
182,2016-07-01 15:10:00,COOL,72.4886,6.27209,2.82512
183,2016-07-01 15:15:00,COOL,71.3653,6.30254,2.8318
184,2016-07-01 15:20:00,COOL,70.6871,6.33113,2.83801
185,2016-07-01 15:25:00,HEAT,70.1445,6.35784,2.84378
186,2016-07-01 15:30:00,COOL,79.0743,6.38265,2.84909
187,2016-07-01 15:35:00,COOL,75.2362,6.40555,2.85397
188,2016-07-01 15:40:00,COOL,72.5944,6.42654,2.85841
189,2016-07-01 15:45:00,COOL,71.4409,6.44559,2.86243
190,2016-07-01 15:50:00,COOL,70.7435,6.46271,2.86602
191,2016-07-01 15:55:00,HEAT,70.1872,6.47788,2.86918
192,2016-07-01 16:00:00,COOL,79.2268,6.4911,2.87193
193,2016-07-01 16:05:00,COOL,75.339,6.49663,2.87307
194,2016-07-01 16:10:00,COOL,72.6809,6.49991,2.87375
195,2016-07-01 16:15:00,COOL,71.5336,6.50249,2.87429
196,2016-07-01 16:20:00,COOL,70.8535,6.50437,2.87468
197,2016-07-01 16:25:00,HEAT,70.3218,6.50556,2.87492
198,2016-07-01 16:30:00,COOL,79.4274,6.50604,2.87502
199,2016-07-01 16:35:00,COOL,75.5529,6.50583,2.87498
200,2016-07-01 16:40:00,COOL,72.9044,6.50493,2.87479
201,2016-07-01 16:45:00,COOL,71.773,6.50332,2.87446
202,2016-07-01 16:50:00,COOL,71.1021,6.50102,2.87398
203,2016-07-01 16:55:00,COOL,70.5755,6.49803,2.87336
204,2016-07-01 17:00:00,HEAT,70.096,6.49433,2.8726
205,2016-07-01 17:05:00,COOL,79.2042,6.4837,2.87039
206,2016-07-01 17:10:00,COOL,75.3288,6.47208,2.86797
207,2016-07-01 17:15:00,COOL,72.671,6.46117,2.86569
208,2016-07-01 17:20:00,COOL,71.519,6.45096,2.86355
209,2016-07-01 17:25:00,COOL,70.82,6.44145,2.86156
210,2016-07-01 17:30:00,HEAT,70.2602,6.43264,2.8597
211,2016-07-01 17:35:00,COOL,79.231,6.42454,2.85799
212,2016-07-01 17:40:00,COOL,75.3478,6.41713,2.85643
213,2016-07-01 17:45:00,COOL,72.675,6.41041,2.855
214,2016-07-01 17:50:00,COOL,71.4971,6.40439,2.85373
215,2016-07-01 17:55:00,COOL,70.7697,6.39907,2.85259
216,2016-07-01 18:00:00,HEAT,70.1817,6.39444,2.85161
217,2016-07-01 18:05:00,COOL,79.0898,6.39669,2.85209
218,2016-07-01 18:10:00,COOL,75.1986,6.39994,2.85278
219,2016-07-01 18:15:00,COOL,72.514,6.4025,2.85332
220,2016-07-01 18:20:00,COOL,71.3211,6.40437,2.85372
221,2016-07-01 18:25:00,COOL,70.5786,6.40554,2.85397
222,2016-07-01 18:30:00,HEAT,69.9759,6.40603,2.85407
223,2016-07-01 18:35:00,COOL,78.9107,6.40582,2.85403
224,2016-07-01 18:40:00,COOL,74.987,6.40492,2.85384
225,2016-07-01 18:45:00,COOL,72.2732,6.40333,2.8535
226,2016-07-01 18:50:00,COOL,71.0558,6.40105,2.85302
227,2016-07-01 18:55:00,HEAT,70.2897,6.39808,2.85238
228,2016-07-01 19:00:00,COOL,79.1554,6.39441,2.8516
229,2016-07-01 19:05:00,COOL,75.1922,6.39522,2.85178
230,2016-07-01 19:10:00,COOL,72.4495,6.39559,2.85185
231,2016-07-01 19:15:00,COOL,71.2024,6.39411,2.85154
232,2016-07-01 19:20:00,HEAT,70.4119,6.3908,2.85083
233,2016-07-01 19:25:00,COOL,79.2328,6.38564,2.84973
234,2016-07-01 19:30:00,COOL,75.2425,6.37865,2.84824
235,2016-07-01 19:35:00,COOL,72.4689,6.36982,2.84635
236,2016-07-01 19:40:00,COOL,71.187,6.35916,2.84406
237,2016-07-01 19:45:00,HEAT,70.3597,6.34667,2.84137
238,2016-07-01 19:50:00,COOL,79.0787,6.33237,2.83828
239,2016-07-01 19:55:00,COOL,75.0712,6.31625,2.83478
240,2016-07-01 20:00:00,COOL,72.272,6.29833,2.83088
241,2016-07-01 20:05:00,COOL,70.949,6.26177,2.82285
242,2016-07-01 20:10:00,HEAT,70.0653,6.22268,2.81418
243,2016-07-01 20:15:00,COOL,78.5621,6.18565,2.80588
244,2016-07-01 20:20:00,COOL,74.5414,6.15065,2.79796
245,2016-07-01 20:25:00,COOL,71.7088,6.11768,2.79043
246,2016-07-01 20:30:00,HEAT,70.33,6.08671,2.7833
247,2016-07-01 20:35:00,COOL,78.4996,6.05772,2.77657
248,2016-07-01 20:40:00,COOL,74.449,6.03071,2.77025
249,2016-07-01 20:45:00,COOL,71.5983,6.00565,2.76435
250,2016-07-01 20:50:00,HEAT,70.1907,5.98254,2.75887
251,2016-07-01 20:55:00,COOL,78.2265,5.96137,2.75382
252,2016-07-01 21:00:00,COOL,74.1864,5.94211,2.7492
253,2016-07-01 21:05:00,COOL,71.3384,5.93615,2.74777
254,2016-07-01 21:10:00,HEAT,69.9298,5.93264,2.74692
255,2016-07-01 21:15:00,COOL,77.9267,5.92846,2.74591
256,2016-07-01 21:20:00,COOL,73.907,5.92362,2.74475
257,2016-07-01 21:25:00,COOL,71.0725,5.91812,2.74342
258,2016-07-01 21:30:00,HEAT,69.6651,5.91196,2.74193
259,2016-07-01 21:35:00,COOL,77.6378,5.90515,2.74027
260,2016-07-01 21:40:00,COOL,73.6218,5.89767,2.73846
261,2016-07-01 21:45:00,COOL,70.7882,5.88955,2.73648
262,2016-07-01 21:50:00,HEAT,69.3781,5.88076,2.73433
263,2016-07-01 21:55:00,COOL,77.316,5.87133,2.73202
264,2016-07-01 22:00:00,COOL,73.3075,5.86124,2.72955
265,2016-07-01 22:05:00,HEAT,70.4757,5.84705,2.72485
266,2016-07-01 22:10:00,COOL,77.9205,5.83541,2.71987
267,2016-07-01 22:15:00,COOL,73.782,5.82442,2.71517
268,2016-07-01 22:20:00,COOL,70.9082,5.81411,2.71076
269,2016-07-01 22:25:00,HEAT,69.4727,5.80446,2.70663
270,2016-07-01 22:30:00,COOL,77.2726,5.7955,2.7028
271,2016-07-01 22:35:00,COOL,73.2864,5.78722,2.69925
272,2016-07-01 22:40:00,HEAT,70.4648,5.77964,2.69601
273,2016-07-01 22:45:00,COOL,77.7942,5.77275,2.69306
274,2016-07-01 22:50:00,COOL,73.6873,5.76656,2.69041
275,2016-07-01 22:55:00,COOL,70.83,5.76107,2.68806
276,2016-07-01 23:00:00,HEAT,69.3947,5.75629,2.68601
277,2016-07-01 23:05:00,COOL,77.1223,5.75891,2.68713
278,2016-07-01 23:10:00,COOL,73.166,5.76257,2.6887
279,2016-07-01 23:15:00,HEAT,70.3658,5.76544,2.68993
280,2016-07-01 23:20:00,COOL,77.6912,5.76754,2.69083
281,2016-07-01 23:25:00,COOL,73.6008,5.76886,2.69139
282,2016-07-01 23:30:00,COOL,70.7558,5.7694,2.69163
283,2016-07-01 23:35:00,HEAT,69.3303,5.76917,2.69153
284,2016-07-01 23:40:00,COOL,77.0821,5.76816,2.69109
285,2016-07-01 23:45:00,COOL,73.1185,5.76637,2.69033
286,2016-07-01 23:50:00,HEAT,70.311,5.76381,2.68923
287,2016-07-01 23:55:00,COOL,77.6229,5.76047,2.6878
288,2016-07-02 00:00:00,COOL,73.5271,5.75634,2.68603
