# file...... TESS_mysql/TESS_mysql_0001/total_P_Out.csv
# date...... Fri May 29 19:10:08 2020
# user...... (null)
# host...... (null)
# group..... class=inverter
# property.. P_Out
# limit..... 0
# interval.. 60
# timestamp,EV_inverter_1,PV_inverter_1,Bat_inverter_1,EV_inverter_2,PV_inverter_2,Bat_inverter_2,EV_inverter_3,PV_inverter_3,Bat_inverter_3,EV_inverter_4,PV_inverter_4,Bat_inverter_4,EV_inverter_5,PV_inverter_5,Bat_inverter_5,EV_inverter_6,PV_inverter_6,Bat_inverter_6
2016-07-01 12:00:00 PDT,+0,+871.985,-3157.89,+0,+1006.39,-3157.89,+0,+1134.03,-3157.89,+0,+1419.75,-3157.89,+0,+1334.27,-3157.89,+0,+1277.16,-3157.89
2016-07-01 12:01:00 PDT,+0,+839.301,-3157.89,+0,+968.666,-3157.89,+0,+1091.52,-3157.89,+0,+1366.53,-3157.89,+0,+1284.26,-3157.89,+0,+1229.29,-3157.89
2016-07-01 12:02:00 PDT,+0,+840.574,-3157.89,+0,+970.135,-3157.89,+0,+1093.18,-3157.89,+0,+1368.6,-3157.89,+0,+1286.21,-3157.89,+0,+1231.15,-3157.89
2016-07-01 12:03:00 PDT,+0,+841.819,-3157.89,+0,+971.572,-3157.89,+0,+1094.8,-3157.89,+0,+1370.63,-3157.89,+0,+1288.12,-3157.89,+0,+1232.98,-3157.89
2016-07-01 12:04:00 PDT,+0,+843.037,-3157.89,+0,+972.978,-3157.89,+0,+1096.38,-3157.89,+0,+1372.61,-3157.89,+0,+1289.98,-3157.89,+0,+1234.76,-3157.89
2016-07-01 12:05:00 PDT,+0,+844.227,+0,+0,+974.352,+0,+0,+1097.93,+0,+0,+1374.55,+0,+0,+1291.8,+0,+0,+1236.5,+0
2016-07-01 12:06:00 PDT,+0,+845.391,+0,+0,+975.694,+0,+0,+1099.44,+0,+0,+1376.45,+0,+0,+1293.58,+0,+0,+1238.21,+0
2016-07-01 12:07:00 PDT,+0,+846.527,+0,+0,+977.005,+0,+0,+1100.92,+0,+0,+1378.3,+0,+0,+1295.32,+0,+0,+1239.87,+0
2016-07-01 12:08:00 PDT,+0,+847.636,+0,+0,+978.285,+0,+0,+1102.36,+0,+0,+1380.1,+0,+0,+1297.02,+0,+0,+1241.5,+0
2016-07-01 12:09:00 PDT,+0,+848.717,+0,+0,+979.534,+0,+0,+1103.77,+0,+0,+1381.86,+0,+0,+1298.67,+0,+0,+1243.08,+0
2016-07-01 12:10:00 PDT,+0,+849.772,-3157.89,+0,+980.751,-3157.89,+0,+1105.14,-3157.89,+0,+1383.58,-3157.89,+0,+1300.29,-3157.89,+0,+1244.62,-3157.89
2016-07-01 12:11:00 PDT,+0,+850.8,-3157.89,+0,+981.937,-3157.89,+0,+1106.48,-3157.89,+0,+1385.25,-3157.89,+0,+1301.86,-3157.89,+0,+1246.13,-3157.89
2016-07-01 12:12:00 PDT,+0,+851.801,-3157.89,+0,+983.093,-3157.89,+0,+1107.78,-3157.89,+0,+1386.88,-3157.89,+0,+1303.39,-3157.89,+0,+1247.6,-3157.89
2016-07-01 12:13:00 PDT,+0,+852.775,-3157.89,+0,+984.217,-3157.89,+0,+1109.05,-3157.89,+0,+1388.47,-3157.89,+0,+1304.88,-3157.89,+0,+1249.02,-3157.89
2016-07-01 12:14:00 PDT,+0,+853.722,-3157.89,+0,+985.31,-3157.89,+0,+1110.28,-3157.89,+0,+1390.01,-3157.89,+0,+1306.33,-3157.89,+0,+1250.41,-3157.89
