,timedate,p_demand,p_supply,q_demand,q_supply
0,2016-07-01 00:00:00,32.0,718.049,3.15789,1.68
1,2016-07-01 00:05:00,2.97042,680.171,3.15789,1.88586
2,2016-07-01 00:10:00,19.5,679.159,3.15789,1.93733
3,2016-07-01 00:15:00,19.5,679.159,3.15789,2.14319
4,2016-07-01 00:20:00,19.5,679.159,3.15789,2.40052
5,2016-07-01 00:25:00,19.5,679.159,3.15789,2.65784
6,2016-07-01 00:30:00,19.5,679.159,3.15789,2.91518
7,2016-07-01 00:35:00,19.5,679.159,3.15789,3.15789
8,2016-07-01 00:40:00,19.5,679.159,3.15789,3.15789
9,2016-07-01 00:45:00,19.5,679.159,3.15789,3.15789
10,2016-07-01 00:50:00,19.5,679.159,3.15789,3.15789
11,2016-07-01 00:55:00,19.5,679.159,3.15789,3.15789
12,2016-07-01 01:00:00,19.5,679.159,3.15789,3.15789
13,2016-07-01 01:05:00,19.4969,679.154,3.15789,3.15789
14,2016-07-01 01:10:00,19.4947,679.15,3.15789,3.15789
