# file...... TESS_mysql/TESS_mysql_0001/Tm_all.csv
# date...... Tue Jun  9 04:22:16 2020
# user...... (null)
# host...... (null)
# group..... class=house
# property.. mass_temperature
# limit..... 0
# interval.. 60
# timestamp,house_1,house_2,house_3,house_4,house_5,house_6
2016-07-01 00:00:00 PDT,+76.6198,+76.7424,+76.5677,+76.8263,+76.567,+76.8213
2016-07-01 00:01:00 PDT,+76.6092,+76.729,+76.5489,+76.7735,+76.5511,+76.8118
2016-07-01 00:02:00 PDT,+76.5715,+76.6807,+76.4988,+76.7017,+76.5078,+76.775
2016-07-01 00:03:00 PDT,+76.5123,+76.605,+76.424,+76.6149,+76.4425,+76.7164
2016-07-01 00:04:00 PDT,+76.4358,+76.5077,+76.3298,+76.5161,+76.3595,+76.6405
2016-07-01 00:05:00 PDT,+76.3457,+76.3937,+76.2204,+76.4078,+76.2624,+76.5508
2016-07-01 00:06:00 PDT,+76.2449,+76.2665,+76.0991,+76.292,+76.1541,+76.4502
2016-07-01 00:07:00 PDT,+76.1354,+76.1291,+75.9684,+76.1704,+76.0367,+76.3409
2016-07-01 00:08:00 PDT,+76.0191,+75.9837,+75.8304,+76.044,+75.9122,+76.2248
2016-07-01 00:09:00 PDT,+75.8975,+75.8321,+75.6867,+75.914,+75.782,+76.1032
2016-07-01 00:10:00 PDT,+75.7717,+75.6757,+75.5386,+75.7811,+75.6472,+75.9774
2016-07-01 00:11:00 PDT,+75.6425,+75.5156,+75.387,+75.6459,+75.5089,+75.8482
2016-07-01 00:12:00 PDT,+75.5107,+75.3527,+75.2327,+75.509,+75.3678,+75.7164
2016-07-01 00:13:00 PDT,+75.377,+75.1875,+75.0764,+75.3708,+75.2244,+75.5825
2016-07-01 00:14:00 PDT,+75.2416,+75.0208,+74.9186,+75.2316,+75.0793,+75.4471
2016-07-01 00:15:00 PDT,+75.1051,+74.8528,+74.7596,+75.0916,+74.9329,+75.3104
2016-07-01 00:16:00 PDT,+74.9676,+74.684,+74.5998,+74.951,+74.7855,+75.1728
2016-07-01 00:17:00 PDT,+74.8295,+74.5145,+74.4393,+74.8101,+74.6373,+75.0345
2016-07-01 00:18:00 PDT,+74.6909,+74.3446,+74.2784,+74.6688,+74.4885,+74.8957
2016-07-01 00:19:00 PDT,+74.5519,+74.1744,+74.1172,+74.5274,+74.3393,+74.7565
2016-07-01 00:20:00 PDT,+74.4127,+74.004,+73.9559,+74.3859,+74.1898,+74.6171
2016-07-01 00:21:00 PDT,+74.2733,+73.904,+73.7945,+74.2443,+74.0401,+74.4776
2016-07-01 00:22:00 PDT,+74.1339,+73.9239,+73.633,+74.1028,+73.8903,+74.3379
2016-07-01 00:23:00 PDT,+73.9945,+74.0377,+73.4716,+73.9613,+73.7405,+74.1983
