,timedate,p_demand,p_supply,q_demand,q_supply
0,2016-07-01 00:00:00,41.0,699.299,3.15789,1.68
1,2016-07-01 00:05:00,11.2352,661.421,3.15789,1.88586
2,2016-07-01 00:10:00,19.5,660.409,3.15789,1.93733
3,2016-07-01 00:15:00,19.5,660.409,3.15789,2.14319
4,2016-07-01 00:20:00,19.2764,660.607,3.15789,2.19466
5,2016-07-01 00:25:00,19.2747,660.701,3.15789,2.19466
6,2016-07-01 00:30:00,19.3177,660.754,3.15789,2.19466
7,2016-07-01 00:35:00,19.3797,660.776,3.15789,2.19466
8,2016-07-01 00:40:00,19.4307,660.792,3.15789,2.19466
9,2016-07-01 00:45:00,19.473,660.804,3.15789,2.19466
10,2016-07-01 00:50:00,19.4992,660.792,3.15789,2.19466
11,2016-07-01 00:55:00,19.5203,660.781,3.15789,2.19466
12,2016-07-01 01:00:00,19.5378,660.773,3.15789,2.19466
13,2016-07-01 01:05:00,19.5064,660.759,3.15789,2.40052
