,t,name,P_bid,Q_bid
0,2016-07-01 00:00:00,unresp_load,100.0,6.5899100000000015
1,2016-07-01 00:00:00,house_1,62.48840000000001,2.75216
2,2016-07-01 00:00:00,house_2,62.80619999999999,2.75216
3,2016-07-01 00:00:00,house_3,62.118,2.75216
4,2016-07-01 00:00:00,house_4,60.7354,2.75216
5,2016-07-01 00:00:00,house_5,62.14920000000001,3.21085
6,2016-07-01 00:00:00,house_6,62.94980000000001,2.75216
7,2016-07-01 00:05:00,unresp_load,100.0,19.3232
8,2016-07-01 00:05:00,house_1,19.5,2.75012
9,2016-07-01 00:05:00,house_2,19.5,2.75012
10,2016-07-01 00:05:00,house_3,19.5,2.75012
11,2016-07-01 00:05:00,house_4,19.5,2.75012
12,2016-07-01 00:05:00,house_5,19.5,3.20847
13,2016-07-01 00:05:00,house_6,19.5,2.75012
14,2016-07-01 00:10:00,unresp_load,100.0,19.3074
15,2016-07-01 00:10:00,house_1,19.5,2.74756
16,2016-07-01 00:10:00,house_2,19.5,2.74756
17,2016-07-01 00:10:00,house_3,19.5,2.74756
18,2016-07-01 00:10:00,house_4,19.5,2.74756
19,2016-07-01 00:10:00,house_5,19.5,3.20549
20,2016-07-01 00:10:00,house_6,19.5,2.74756
21,2016-07-01 00:15:00,unresp_load,100.0,19.2916
22,2016-07-01 00:15:00,house_1,19.5,2.74501
23,2016-07-01 00:15:00,house_2,19.5,2.7450099999999997
24,2016-07-01 00:15:00,house_3,19.5,2.74501
25,2016-07-01 00:15:00,house_4,19.5,2.7450099999999997
26,2016-07-01 00:15:00,house_5,19.5,3.20251
27,2016-07-01 00:15:00,house_6,19.5,2.7450099999999997
28,2016-07-01 00:20:00,unresp_load,100.0,1.0964200000000002
29,2016-07-01 00:20:00,house_1,19.82634995125,2.74244
30,2016-07-01 00:20:00,house_2,19.7971935325,2.74244
31,2016-07-01 00:20:00,house_3,19.794149616250003,2.74244
32,2016-07-01 00:20:00,house_4,19.82335457125,2.74244
33,2016-07-01 00:20:00,house_5,19.800736678750006,3.19952
34,2016-07-01 00:20:00,house_6,19.8398499625,2.74244
35,2016-07-01 00:25:00,unresp_load,100.0,1.0964200000000002
36,2016-07-01 00:25:00,house_1,20.024673822400004,2.73987
37,2016-07-01 00:25:00,house_2,19.995660793600003,2.7398700000000002
38,2016-07-01 00:25:00,house_3,19.989856412800005,2.73987
39,2016-07-01 00:25:00,house_4,20.022108889600002,2.7398700000000002
40,2016-07-01 00:25:00,house_5,19.999557006400003,3.19652
41,2016-07-01 00:25:00,house_6,20.041776332800005,2.7398700000000002
42,2016-07-01 00:30:00,unresp_load,100.0,19.2441
43,2016-07-01 00:30:00,house_1,19.895323725000004,2.7373
44,2016-07-01 00:30:00,house_2,19.826078675,2.7373
45,2016-07-01 00:30:00,house_3,19.831209650000005,2.7373
46,2016-07-01 00:30:00,house_4,19.890756695000004,2.7373
47,2016-07-01 00:30:00,house_5,19.855625695000004,3.19352
48,2016-07-01 00:30:00,house_6,19.913240535000003,2.7373
49,2016-07-01 00:35:00,unresp_load,100.0,9.93125
50,2016-07-01 00:35:00,house_1,19.78620863673469,2.7347200000000003
51,2016-07-01 00:35:00,house_2,19.93847588244898,2.7347200000000003
52,2016-07-01 00:35:00,house_3,19.93847588244898,2.7347200000000003
53,2016-07-01 00:35:00,house_4,19.78083924897961,2.7347200000000003
54,2016-07-01 00:35:00,house_5,19.953724943673468,3.19051
55,2016-07-01 00:35:00,house_6,19.802763533061224,2.7347200000000003
