,t,name,P_bid,Q_bid
0,2016-07-01 00:00:00,unresp_load,100.0,6.5899100000000015
1,2016-07-01 00:00:00,house_1,62.48840000000001,2.75216
2,2016-07-01 00:00:00,house_2,62.80619999999999,2.75216
3,2016-07-01 00:00:00,house_3,62.118,2.75216
4,2016-07-01 00:00:00,house_4,60.7354,2.75216
5,2016-07-01 00:00:00,house_5,62.14920000000001,3.21085
6,2016-07-01 00:00:00,house_6,62.94980000000001,2.75216
7,2016-07-01 00:05:00,unresp_load,100.0,19.3232
8,2016-07-01 00:05:00,house_1,19.5,2.75012
9,2016-07-01 00:05:00,house_2,19.5,2.75012
10,2016-07-01 00:05:00,house_3,19.5,2.75012
11,2016-07-01 00:05:00,house_4,19.5,2.75012
12,2016-07-01 00:05:00,house_5,19.5,3.20847
13,2016-07-01 00:05:00,house_6,19.5,2.75012
14,2016-07-01 00:10:00,unresp_load,100.0,19.3074
15,2016-07-01 00:10:00,house_1,19.5,2.74756
16,2016-07-01 00:10:00,house_2,19.5,2.74756
17,2016-07-01 00:10:00,house_3,19.5,2.74756
18,2016-07-01 00:10:00,house_4,19.5,2.74756
19,2016-07-01 00:10:00,house_5,19.5,3.20549
20,2016-07-01 00:10:00,house_6,19.5,2.74756
21,2016-07-01 00:15:00,unresp_load,100.0,19.2916
22,2016-07-01 00:15:00,house_1,19.5,2.74501
23,2016-07-01 00:15:00,house_2,19.5,2.7450099999999997
24,2016-07-01 00:15:00,house_3,19.5,2.74501
25,2016-07-01 00:15:00,house_4,19.5,2.7450099999999997
26,2016-07-01 00:15:00,house_5,19.5,3.20251
27,2016-07-01 00:15:00,house_6,19.5,2.7450099999999997
28,2016-07-01 00:20:00,unresp_load,100.0,1.0964200000000002
29,2016-07-01 00:20:00,house_1,20.0404572175,2.74244
30,2016-07-01 00:20:00,house_2,20.05147494625,2.74244
31,2016-07-01 00:20:00,house_3,20.0276159125,2.74244
32,2016-07-01 00:20:00,house_4,19.979682898750006,2.74244
33,2016-07-01 00:20:00,house_5,20.0286975775,3.19952
34,2016-07-01 00:20:00,house_6,20.056453378750003,2.74244
35,2016-07-01 00:25:00,unresp_load,100.0,19.26
36,2016-07-01 00:25:00,house_1,20.226185238400003,2.73987
37,2016-07-01 00:25:00,house_2,20.240287931200005,2.7398700000000002
38,2016-07-01 00:25:00,house_3,20.209748368000003,2.73987
39,2016-07-01 00:25:00,house_4,20.148394110400005,2.7398700000000002
40,2016-07-01 00:25:00,house_5,20.211132899200003,3.19652
41,2016-07-01 00:25:00,house_6,20.246660324800004,2.7398700000000002
42,2016-07-01 00:30:00,unresp_load,100.0,19.2441
43,2016-07-01 00:30:00,house_1,20.292276290000004,2.7373
44,2016-07-01 00:30:00,house_2,20.306966595,2.7373
45,2016-07-01 00:30:00,house_3,20.275154550000003,2.7373
46,2016-07-01 00:30:00,house_4,20.211243865000004,2.7373
47,2016-07-01 00:30:00,house_5,20.276596770000005,3.19352
48,2016-07-01 00:30:00,house_6,20.313604505000004,2.7373
49,2016-07-01 00:35:00,unresp_load,100.0,19.2282
50,2016-07-01 00:35:00,house_1,20.27501192489796,2.7347200000000003
51,2016-07-01 00:35:00,house_2,20.28866305632653,2.7347200000000003
52,2016-07-01 00:35:00,house_3,20.25910135510204,2.7347200000000003
53,2016-07-01 00:35:00,house_4,20.199711631020406,2.7347200000000003
54,2016-07-01 00:35:00,house_5,20.26044155428572,3.19051
55,2016-07-01 00:35:00,house_6,20.294831408979594,2.7347200000000003
