# file...... TESS/TESS_0001/total_load_all.csv
# date...... Sun Apr  5 01:14:00 2020
# user...... (null)
# host...... (null)
# group..... class=house
# property.. total_load
# limit..... 0
# interval.. 60
# timestamp,house_1,house_2,house_3,house_4,house_5,house_6
2016-07-01 00:00:00 PDT,+3.24684,+3.24684,+3.22646,+3.22646,+3.4327,+2.97401
2016-07-01 00:01:00 PDT,+3.24633,+3.24633,+3.22595,+3.22595,+3.43211,+2.9735
2016-07-01 00:02:00 PDT,+3.24582,+3.24582,+3.22544,+3.22544,+3.43151,+2.97299
2016-07-01 00:03:00 PDT,+3.24531,+3.24531,+3.22493,+3.22493,+3.43092,+2.97248
2016-07-01 00:04:00 PDT,+3.2448,+3.2448,+3.22442,+3.22442,+3.43032,+2.97197
2016-07-01 00:05:00 PDT,+3.24429,+3.24429,+3.22391,+3.22391,+3.42973,+2.97146
2016-07-01 00:06:00 PDT,+3.24378,+3.24378,+3.2234,+3.2234,+3.42913,+2.97095
2016-07-01 00:07:00 PDT,+3.24327,+3.24327,+3.22289,+3.22289,+3.42853,+2.97044
2016-07-01 00:08:00 PDT,+3.24276,+3.24276,+3.22238,+3.22238,+3.42794,+2.96993
2016-07-01 00:09:00 PDT,+3.24225,+3.24225,+3.22187,+3.22187,+3.42734,+2.96942
2016-07-01 00:10:00 PDT,+3.24174,+3.24174,+3.22136,+3.22136,+3.42675,+2.9689
2016-07-01 00:11:00 PDT,+3.24123,+3.24123,+3.22085,+3.22085,+3.42615,+2.96839
2016-07-01 00:12:00 PDT,+3.24072,+3.24072,+3.22034,+3.22034,+3.42555,+2.96788
2016-07-01 00:13:00 PDT,+3.2402,+3.2402,+3.21983,+3.21983,+3.42495,+2.96737
2016-07-01 00:14:00 PDT,+3.23969,+3.23969,+3.21932,+3.21932,+3.42436,+2.96686
2016-07-01 00:15:00 PDT,+0.311111,+0.311111,+0.288889,+0.288889,+0.0111111,+0.0111111
2016-07-01 00:16:00 PDT,+0.311111,+0.311111,+0.288889,+0.288889,+0.0111111,+0.0111111
2016-07-01 00:17:00 PDT,+0.311111,+0.311111,+0.288889,+0.288889,+0.0111111,+0.0111111
