EV_name,house_name,SOC_max,i_max,v_max,u_max,efficiency,charging_type,k,soc_t,SOC_t,connected,next_event,active_t-1,active_t,q_buy,residual_u,p_buy,delta,residual_t,lower_bound,upper_bound
EV_1,GLD_1,60.0,53.84615384615385,260.0,14.0,0.95,residential,9.48685,0.9999993836076461,59.999963016458764,1,2016-07-02 06:49:00,0,1,5.508,5.508,19.437669799999995,0 days 06:49:00.000000000,6.816666666666666,0.0,100.0
EV_2,GLD_2,60.0,38.46153846153846,260.0,10.0,0.95,residential,8.91891,0.999999929734378,59.99999578406268,1,2016-07-02 07:36:00,0,0,0.0,0.0,0.0,0 days 07:36:00.000000000,7.6,0.0,100.0
EV_3,GLD_3,40.0,53.84615384615385,260.0,14.0,0.95,residential,6.56387,0.9989727758097405,39.95891103238962,1,2016-07-02 08:34:00,0,0,0.0,0.49319999999999997,0.0,0 days 08:34:00.000000000,8.566666666666666,0.0,100.0
EV_4,GLD_4,40.0,38.46153846153846,260.0,10.0,0.95,residential,6.93008,0.9999996727439047,39.99998690975619,1,2016-07-02 09:54:00,0,0,0.0,0.0,0.0,0 days 09:54:00.000000000,9.9,0.0,100.0
EV_5,GLD_5,60.0,76.92307692307692,260.0,20.0,0.95,residential,7.7832,1.0000005405825274,60.00003243495165,1,2016-07-02 09:00:00,0,0,0.0,-0.0,0.0,0 days 09:00:00.000000000,9.0,0.0,100.0
EV_6,GLD_6,30.0,76.92307692307692,260.0,20.0,0.95,residential,6.15036,0.9999988691254517,29.99996607376355,1,2016-07-02 07:50:00,0,0,0.0,0.0,0.0,0 days 07:50:00.000000000,7.833333333333333,0.0,100.0
