# file...... output/Tm_all.csv
# date...... Fri Mar 13 18:43:50 2020
# user...... (null)
# host...... (null)
# group..... class=house
# property.. mass_temperature
# limit..... 0
# interval.. 60
# timestamp,house_1,house_2,house_3,house_4,house_5,house_6
2016-07-01 00:00:00 PDT,+71.7291,+65.1465,+74.1682,+71.1923,+67.8272,+76.7616
2016-07-01 00:01:00 PDT,+71.7323,+65.1522,+74.1715,+71.1956,+67.8308,+76.7637
2016-07-01 00:02:00 PDT,+71.7316,+65.1563,+74.1698,+71.1953,+67.832,+76.7602
2016-07-01 00:03:00 PDT,+71.7279,+65.1592,+74.1642,+71.1921,+67.8313,+76.7522
2016-07-01 00:04:00 PDT,+71.7217,+65.1612,+74.1555,+71.1865,+67.829,+76.7406
2016-07-01 00:05:00 PDT,+71.7136,+65.1623,+74.1444,+71.1791,+67.8255,+76.7263
2016-07-01 00:06:00 PDT,+71.704,+65.1629,+74.1314,+71.1702,+67.821,+76.7096
2016-07-01 00:07:00 PDT,+71.6931,+65.163,+74.1169,+71.1602,+67.8157,+76.6912
2016-07-01 00:08:00 PDT,+71.6813,+65.1627,+74.1012,+71.1492,+67.8098,+76.6713
2016-07-01 00:09:00 PDT,+71.6687,+65.1622,+74.0845,+71.1375,+67.8034,+76.6504
2016-07-01 00:10:00 PDT,+71.6554,+65.1614,+74.0672,+71.1252,+67.7966,+76.6285
2016-07-01 00:11:00 PDT,+71.6417,+65.1604,+74.0492,+71.1124,+67.7894,+76.6059
2016-07-01 00:12:00 PDT,+71.6276,+65.1592,+74.0309,+71.0993,+67.782,+76.5828
2016-07-01 00:13:00 PDT,+71.6132,+65.1579,+74.0122,+71.0859,+67.7743,+76.5592
2016-07-01 00:14:00 PDT,+71.5986,+65.1565,+73.9932,+71.0723,+67.7665,+76.5353
2016-07-01 00:15:00 PDT,+71.5837,+65.1551,+73.974,+71.0584,+67.7585,+76.5111
2016-07-01 00:16:00 PDT,+71.5687,+65.1535,+73.9546,+71.0445,+67.7505,+76.4868
2016-07-01 00:17:00 PDT,+71.5536,+65.1519,+73.9351,+71.0304,+67.7423,+76.4622
2016-07-01 00:18:00 PDT,+71.5384,+65.1503,+73.9156,+71.0162,+67.7341,+76.4376
2016-07-01 00:19:00 PDT,+71.5231,+65.1486,+73.8959,+71.002,+67.7258,+76.4128
