# file...... output/battery_SOC.csv
# date...... Fri Mar 13 18:43:50 2020
# user...... (null)
# host...... (null)
# group..... class=battery
# property.. state_of_charge
# limit..... 0
# interval.. 60
# timestamp,EV_1,Battery_1,EV_2,Battery_2,EV_3,Battery_3,EV_4,Battery_4,EV_5,Battery_5,EV_6,Battery_6
2016-07-01 00:00:00 PDT,+0.89193,+0.2,+0.802006,+0.2,+0.786624,+0.2,+0.768918,+0.2,+0.71261,+0.2,+0.874631,+0.2
2016-07-01 00:01:00 PDT,+0.892788,+0.2,+0.802721,+0.2,+0.788054,+0.2,+0.769991,+0.2,+0.713325,+0.2,+0.876061,+0.2
2016-07-01 00:02:00 PDT,+0.893646,+0.2,+0.803436,+0.2,+0.789483,+0.2,+0.771063,+0.2,+0.71404,+0.2,+0.87749,+0.2
2016-07-01 00:03:00 PDT,+0.894504,+0.2,+0.804151,+0.2,+0.790913,+0.2,+0.772135,+0.2,+0.714755,+0.2,+0.87892,+0.2
2016-07-01 00:04:00 PDT,+0.895361,+0.2,+0.804865,+0.2,+0.792342,+0.2,+0.773207,+0.2,+0.71547,+0.2,+0.88035,+0.2
2016-07-01 00:05:00 PDT,+0.926121,+0.2,+0.822165,+0.2,+0.843609,+0.2,+0.784574,+0.2,+0.741103,+0.2,+0.91495,+0.2
2016-07-01 00:06:00 PDT,+0.926979,+0.2,+0.82288,+0.2,+0.845039,+0.2,+0.785646,+0.2,+0.741818,+0.2,+0.916379,+0.2
2016-07-01 00:07:00 PDT,+0.927837,+0.2,+0.823595,+0.2,+0.846468,+0.2,+0.786718,+0.2,+0.742533,+0.2,+0.917809,+0.2
2016-07-01 00:08:00 PDT,+0.928695,+0.2,+0.82431,+0.2,+0.847898,+0.2,+0.787791,+0.2,+0.743247,+0.2,+0.919239,+0.2
2016-07-01 00:09:00 PDT,+0.929553,+0.2,+0.825025,+0.2,+0.849327,+0.2,+0.788863,+0.2,+0.743962,+0.2,+0.920668,+0.2
2016-07-01 00:10:00 PDT,+0.959455,+0.2,+0.84161,+0.2,+0.899165,+0.2,+0.799157,+0.2,+0.768881,+0.2,+0.953839,+0.2
2016-07-01 00:11:00 PDT,+0.960313,+0.2,+0.842325,+0.2,+0.900594,+0.2,+0.800229,+0.2,+0.769596,+0.2,+0.955268,+0.2
2016-07-01 00:12:00 PDT,+0.96117,+0.2,+0.84304,+0.2,+0.902024,+0.2,+0.801302,+0.2,+0.77031,+0.2,+0.956698,+0.2
2016-07-01 00:13:00 PDT,+0.962028,+0.2,+0.843754,+0.2,+0.903453,+0.2,+0.802374,+0.2,+0.771025,+0.2,+0.958127,+0.2
2016-07-01 00:14:00 PDT,+0.962886,+0.2,+0.844469,+0.2,+0.904883,+0.2,+0.803446,+0.2,+0.77174,+0.2,+0.959557,+0.2
2016-07-01 00:15:00 PDT,+0.992788,+0.2,+0.861054,+0.2,+0.95472,+0.2,+0.813741,+0.2,+0.796659,+0.2,+0.992728,+0.2
2016-07-01 00:16:00 PDT,+0.992788,+0.2,+0.861769,+0.2,+0.95615,+0.2,+0.814813,+0.2,+0.797373,+0.2,+0.994157,+0.2
2016-07-01 00:17:00 PDT,+0.992788,+0.2,+0.862484,+0.2,+0.957579,+0.2,+0.815885,+0.2,+0.798088,+0.2,+0.995587,+0.2
2016-07-01 00:18:00 PDT,+0.992788,+0.2,+0.863199,+0.2,+0.959009,+0.2,+0.816957,+0.2,+0.798803,+0.2,+0.997016,+0.2
2016-07-01 00:19:00 PDT,+0.992788,+0.2,+0.863914,+0.2,+0.960439,+0.2,+0.818029,+0.2,+0.799518,+0.2,+0.998446,+0.2
2016-07-01 00:20:00 PDT,+0.99193,+0.2,+0.880499,+0.2,+1,+0.2,+0.828324,+0.2,+0.824436,+0.2,+1,+0.2
2016-07-01 00:21:00 PDT,+0.99193,+0.2,+0.881214,+0.2,+1,+0.2,+0.829396,+0.2,+0.825151,+0.2,+1,+0.2
2016-07-01 00:22:00 PDT,+0.99193,+0.2,+0.881928,+0.2,+1,+0.2,+0.830468,+0.2,+0.825866,+0.2,+1,+0.2
2016-07-01 00:23:00 PDT,+0.99193,+0.2,+0.882643,+0.2,+1,+0.2,+0.831541,+0.2,+0.826581,+0.2,+1,+0.2
2016-07-01 00:24:00 PDT,+0.99193,+0.2,+0.883358,+0.2,+1,+0.2,+0.832613,+0.2,+0.827295,+0.2,+1,+0.2
2016-07-01 00:25:00 PDT,+0.99193,+0.2,+0.899943,+0.2,+1,+0.2,+0.842907,+0.2,+0.852214,+0.2,+1,+0.2
2016-07-01 00:26:00 PDT,+0.99193,+0.2,+0.900658,+0.2,+1,+0.2,+0.843979,+0.2,+0.852929,+0.2,+1,+0.2
2016-07-01 00:27:00 PDT,+0.99193,+0.2,+0.901373,+0.2,+1,+0.2,+0.845052,+0.2,+0.853644,+0.2,+1,+0.2
2016-07-01 00:28:00 PDT,+0.99193,+0.2,+0.902088,+0.2,+1,+0.2,+0.846124,+0.2,+0.854358,+0.2,+1,+0.2
