,clearing_price,clearing_quantity,unresponsive_loads,slack_t-1
2016-07-01 00:00:00,19.35,103.844,0.0,0.0
2016-07-01 00:05:00,19.35,29.502,-72.1313,22.8687
2016-07-01 00:10:00,19.35,29.442,-72.1913,22.8087
2016-07-01 00:15:00,19.35,-4.609,-72.1913,22.8087
2016-07-01 00:20:00,19.35,4.277,-41.14500000000001,19.8038
2016-07-01 00:25:00,19.35,18.214,-27.207900000000002,13.7921
2016-07-01 00:30:00,19.35,18.214,-27.207900000000002,13.7921
2016-07-01 00:35:00,19.35,18.214,-27.207900000000002,13.7921
2016-07-01 00:40:00,19.35,18.214,-27.207900000000002,13.7921
2016-07-01 00:45:00,19.35,18.214,-27.207900000000002,13.7921
2016-07-01 00:50:00,19.35,-15.786,-27.207900000000002,13.7921
2016-07-01 00:55:00,19.35,12.21,0.7877099999999997,7.78771
2016-07-01 01:00:00,17.93,12.21,0.7877099999999997,7.78771
2016-07-01 01:05:00,17.93,11.943,0.5206,7.5206
2016-07-01 01:10:00,17.93,11.943,0.5206,7.5206
2016-07-01 01:15:00,17.93,10.863,0.5206,7.5206
2016-07-01 01:20:00,17.93,5.963,1.5411299999999999,7.46073
2016-07-01 01:25:00,17.93,8.939,4.51749,4.51749
2016-07-01 01:30:00,17.93,8.461,4.03858,4.03858
2016-07-01 01:35:00,17.93,8.281,3.85898,3.85898
2016-07-01 01:40:00,17.93,9.059,4.63721,4.63721
2016-07-01 01:45:00,17.93,7.148,4.936520000000001,4.936520000000001
2016-07-01 01:50:00,17.93,7.088,4.87666,4.87666
2016-07-01 01:55:00,17.93,7.088,4.87666,4.87666
2016-07-01 02:00:00,16.78,9.299,4.87666,4.87666
2016-07-01 02:05:00,16.78,9.181,4.758649999999999,4.758649999999999
2016-07-01 02:10:00,16.78,8.821,4.39948,4.39948
2016-07-01 02:15:00,16.78,8.762,4.33962,4.33962
2016-07-01 02:20:00,16.78,8.762,4.33962,4.33962
2016-07-01 02:25:00,16.78,8.762,4.33962,4.33962
2016-07-01 02:30:00,16.78,8.702,4.2797600000000005,4.2797600000000005
2016-07-01 02:35:00,16.78,8.163,3.74098,3.74098
2016-07-01 02:40:00,16.78,8.163,3.74098,3.74098
2016-07-01 02:45:00,16.78,8.163,3.74098,3.74098
2016-07-01 02:50:00,16.78,8.163,3.74098,3.74098
2016-07-01 02:55:00,16.78,8.163,3.74098,3.74098
2016-07-01 03:00:00,15.82,31.503,3.6811100000000003,3.6811100000000003
2016-07-01 03:05:00,15.82,26.161,-1.6609000000000016,21.739099999999997
2016-07-01 03:10:00,15.82,26.94,-0.8819000000000017,22.518099999999997
2016-07-01 03:15:00,15.82,26.94,-0.8819000000000017,22.518099999999997
2016-07-01 03:20:00,15.82,26.88,-0.9417999999999971,22.4582
2016-07-01 03:25:00,15.82,26.82,-1.0016999999999996,22.3983
2016-07-01 03:30:00,15.82,26.88,-0.9417999999999971,22.4582
2016-07-01 03:35:00,15.82,26.88,-0.9417999999999971,22.4582
2016-07-01 03:40:00,15.82,26.82,-1.0016999999999996,22.3983
2016-07-01 03:45:00,15.82,26.88,-0.9417999999999971,22.4582
2016-07-01 03:50:00,15.82,26.88,-0.9417999999999971,22.4582
2016-07-01 03:55:00,15.82,26.88,-0.9417999999999971,22.4582
2016-07-01 04:00:00,15.94,24.789,-0.8219999999999992,22.578
2016-07-01 04:05:00,15.94,24.667,-0.9440999999999988,22.4559
2016-07-01 04:10:00,15.94,24.607,-1.0039999999999978,22.396
2016-07-01 04:15:00,15.94,24.667,-0.9440999999999988,22.4559
2016-07-01 04:20:00,15.94,24.547,-1.0639000000000003,22.3361
2016-07-01 04:25:00,15.94,24.547,-1.0639000000000003,22.3361
2016-07-01 04:30:00,15.94,25.206,-0.40479999999999805,22.9952
2016-07-01 04:35:00,15.94,25.925,0.31420000000000314,23.7142
2016-07-01 04:40:00,15.94,26.464,0.8534000000000042,24.253400000000003
2016-07-01 04:45:00,15.94,25.805,0.19440000000000168,23.5944
2016-07-01 04:50:00,15.94,27.962,2.351200000000002,25.7512
2016-07-01 04:55:00,15.94,29.423,-0.16509999999999536,23.234900000000003
2016-07-01 05:00:00,17.57,19.709,17.497700000000002,40.8977
2016-07-01 05:05:00,17.57,22.941,20.7302,20.7302
2016-07-01 05:10:00,17.57,16.126,16.1262,16.1262
2016-07-01 05:15:00,17.57,24.572,24.571900000000003,24.571900000000003
2016-07-01 05:20:00,17.57,12.119,12.1187,12.1187
2016-07-01 05:25:00,17.57,5.057,5.0573500000000005,5.0573500000000005
2016-07-01 05:30:00,17.57,10.384,10.3836,10.3836
2016-07-01 05:35:00,17.57,10.503,10.5033,10.5033
2016-07-01 05:40:00,17.57,15.588,15.5879,15.5879
2016-07-01 05:45:00,17.57,19.475,19.474700000000002,19.474700000000002
2016-07-01 05:50:00,17.57,10.384,10.3836,10.3836
2016-07-01 05:55:00,17.57,5.117,5.1171999999999995,5.1171999999999995
2016-07-01 06:00:00,18.42,4.818,4.8179099999999995,4.8179099999999995
2016-07-01 06:05:00,18.42,5.022,5.0217600000000004,5.0217600000000004
2016-07-01 06:10:00,18.42,4.999,4.9986109800000005,4.93085
2016-07-01 06:15:00,18.42,4.992,4.991606900000001,4.83297
2016-07-01 06:20:00,18.42,8.992,8.9921937,8.73571
2016-07-01 06:25:00,18.42,4.976,4.976241099999999,4.61457
2016-07-01 06:30:00,18.42,4.969,4.9689054,4.49409
2016-07-01 06:35:00,18.42,4.962,4.9616269,4.36637
2016-07-01 06:40:00,18.42,4.954,4.9544486999999995,4.2315
2016-07-01 06:45:00,18.42,4.169,4.169221,3.31144
2016-07-01 06:50:00,18.42,4.102,4.102434000000001,3.1028000000000002
2016-07-01 06:55:00,18.42,4.934,4.933686,3.78531
2016-07-01 07:00:00,20.16,4.927,4.92708,3.62322
2016-07-01 07:05:00,20.16,4.25,4.2498059999999995,2.78389
2016-07-01 07:10:00,20.16,4.242,4.24232,2.5410100000000004
2016-07-01 07:15:00,20.16,4.253,4.252776,2.30862
2016-07-01 07:20:00,20.16,5.161,5.160622999999999,2.9840999999999998
2016-07-01 07:25:00,20.16,5.11,5.110428000000001,2.71159
2016-07-01 07:30:00,20.16,5.18,5.179616,2.56814
2016-07-01 07:35:00,20.16,5.189,5.1886410000000005,2.3738699999999997
2016-07-01 07:40:00,20.16,5.317,5.317106000000001,2.30808
2016-07-01 07:45:00,20.16,5.266,5.265763,2.07125
2016-07-01 07:50:00,20.16,5.094,5.0945,1.72301
2016-07-01 07:55:00,20.16,5.206,5.206127,1.66594
2016-07-01 08:00:00,21.67,5.17,5.1701559999999995,1.4532
2016-07-01 08:05:00,21.67,5.191,5.191145000000001,1.32128
2016-07-01 08:10:00,21.67,5.199,5.1988080000000005,1.19977
2016-07-01 08:15:00,21.67,5.202,5.2020729999999995,1.08151
2016-07-01 08:20:00,21.67,5.205,5.205423,0.9665969999999999
2016-07-01 08:25:00,21.67,5.149,5.148988999999999,0.795233
2016-07-01 08:30:00,21.67,5.272,5.272158999999999,0.806871
2016-07-01 08:35:00,21.67,7.487,5.275696000000001,0.7023400000000001
2016-07-01 08:40:00,21.67,7.55,5.339136999999999,0.6612359999999999
2016-07-01 08:45:00,21.67,7.494,5.282944,0.504077
2016-07-01 08:50:00,21.67,9.589,5.166957999999999,0.29076
2016-07-01 08:55:00,21.67,9.533,5.110862000000001,0.141019
2016-07-01 09:00:00,24.52,9.537,5.1146621,0.0549001
2016-07-01 09:05:00,24.52,9.562,5.140477929999999,-0.00542007
2016-07-01 09:10:00,24.52,10.524,6.102338,0.878549
2016-07-01 09:15:00,24.52,9.57,5.14802,-0.149278
2016-07-01 09:20:00,24.52,9.513,5.091247,-0.276434
2016-07-01 09:25:00,24.52,11.907,5.2737620000000005,-0.161242
2016-07-01 09:30:00,24.52,14.24,5.396359999999999,-0.10299599999999999
2016-07-01 09:35:00,24.52,16.026,5.339367,-0.221444
2016-07-01 09:40:00,24.52,16.328,5.6413614,0.0219194
2016-07-01 09:45:00,24.52,16.81,6.122788999999999,0.447488
2016-07-01 09:50:00,24.52,16.334,5.646728700000001,-0.0817263
2016-07-01 09:55:00,24.52,18.547,5.64932,-0.12965100000000002
2016-07-01 10:00:00,26.76,18.37,5.472334999999999,-0.354577
2016-07-01 10:05:00,26.76,18.497,5.599457000000001,-0.27285899999999996
2016-07-01 10:10:00,26.76,20.235,7.337434999999999,1.42852
2016-07-01 10:15:00,26.76,20.296,7.3980749999999995,1.4553
2016-07-01 10:20:00,26.76,18.143,5.244782,-0.7310399999999999
2016-07-01 10:25:00,26.76,18.084,5.185743,-0.822333
2016-07-01 10:30:00,26.76,18.085,5.186539,-0.8530019999999999
2016-07-01 10:35:00,26.76,18.085,5.187322999999999,-0.8829
2016-07-01 10:40:00,26.76,18.086,5.188082,-0.912042
2016-07-01 10:45:00,26.76,18.087,5.188823,-0.940448
2016-07-01 10:50:00,26.76,18.088,5.189554,-0.968139
2016-07-01 10:55:00,26.76,18.088,5.190251,-0.99514
2016-07-01 11:00:00,31.62,18.328,5.430285000000001,-0.782117
2016-07-01 11:05:00,31.62,18.284,5.385579,-0.853159
2016-07-01 11:10:00,31.62,18.344,5.445882999999999,-0.820303
2016-07-01 11:15:00,31.62,18.345,5.446925,-0.846249
2016-07-01 11:20:00,31.62,18.286,5.388051999999999,-0.931074
2016-07-01 11:25:00,31.62,18.227,5.329110999999999,-1.01501
2016-07-01 11:30:00,31.62,21.519,8.620678999999999,2.2524499999999996
2016-07-01 11:35:00,31.62,18.348,5.450384,-0.941136
2016-07-01 11:40:00,31.62,18.349,5.451092999999999,-0.962956
2016-07-01 11:45:00,31.62,18.41,5.511604,-0.924276
2016-07-01 11:50:00,31.62,21.088,8.189943999999999,1.73289
2016-07-01 11:55:00,31.62,18.351,5.4530259999999995,-1.02457
2016-07-01 12:00:00,37.6,18.292,5.393775,-1.10373
2016-07-01 12:05:00,37.6,18.327,5.428609000000001,-1.08822
2016-07-01 12:10:00,37.6,18.566,5.667813000000001,-0.869291
2016-07-01 12:15:00,37.6,23.418,10.519834,3.96229
2016-07-01 12:20:00,37.6,18.329,5.430509,-1.1455799999999998
2016-07-01 12:25:00,37.6,20.667,7.769397000000001,1.1749100000000001
2016-07-01 12:30:00,37.6,29.415,16.516910000000003,9.90576
2016-07-01 12:35:00,37.6,18.273,5.374882,-1.25194
2016-07-01 12:40:00,37.6,23.774,10.875546,4.234520000000001
2016-07-01 12:45:00,37.6,23.341,10.443358,3.78868
2016-07-01 12:50:00,37.6,21.001,8.102573999999999,1.43595
2016-07-01 12:55:00,37.6,21.004,8.106049,1.42843
2016-07-01 13:00:00,43.51,18.219,5.320635999999999,-1.3668
2016-07-01 13:05:00,43.51,28.819,15.921225,9.22516
2016-07-01 13:10:00,43.51,23.676,10.777604,4.07611
2016-07-01 13:15:00,43.51,20.888,7.989795999999999,1.28402
2016-07-01 13:20:00,43.51,19.895,6.996525999999999,0.287317
2016-07-01 13:25:00,43.51,25.038,12.140127,5.42812
2016-07-01 13:30:00,43.51,21.413,8.514593,1.8005799999999998
2016-07-01 13:35:00,43.51,26.993,14.09514,7.379779999999999
2016-07-01 13:40:00,43.51,20.173,7.275215,0.559348
2016-07-01 13:45:00,43.51,22.529,9.630745000000001,2.91488
2016-07-01 13:50:00,43.51,21.132,8.234404000000001,1.51983
2016-07-01 13:55:00,43.51,29.12,16.221894,9.50919
2016-07-01 14:00:00,43.63,26.765,13.867026,7.15687
2016-07-01 14:05:00,43.63,31.848,18.94993,12.2432
2016-07-01 14:10:00,43.63,23.906,11.008113999999999,4.31044
2016-07-01 14:15:00,43.63,26.699,13.800875999999999,7.10537
2016-07-01 14:20:00,43.63,21.126,8.228362,1.53654
2016-07-01 14:25:00,43.63,31.785,18.887442999999998,12.2008
2016-07-01 14:30:00,43.63,24.756,11.857698,5.17749
2016-07-01 14:35:00,43.63,23.854,10.955735999999998,4.2839
2016-07-01 14:40:00,43.63,18.284,5.385757,-1.27664
2016-07-01 14:45:00,43.63,31.792,18.894152000000002,12.2431
2016-07-01 14:50:00,43.63,23.926,11.027895000000001,4.38988
2016-07-01 14:55:00,43.63,29.067,16.169404,9.54497
2016-07-01 15:00:00,53.05,21.139,8.241233,1.63307
2016-07-01 15:05:00,55.26,31.842,18.944003,0.653906
2016-07-01 15:10:00,53.05,26.635,13.737391999999996,-16.227
2016-07-01 15:15:00,53.05,28.084,15.185505999999997,-10.8506
2016-07-01 15:20:00,53.05,25.735,12.837089999999995,-13.1712
2016-07-01 15:25:00,55.26,35.496,22.597845999999993,0.517673
2016-07-01 15:30:00,53.05,28.534,15.635596999999994,-14.2153
2016-07-01 15:35:00,53.05,24.831,11.932567999999995,-13.989700000000001
2016-07-01 15:40:00,53.05,27.636,14.737887999999996,-7.25464
2016-07-01 15:45:00,55.26,33.9,21.002428999999996,-4.86214
2016-07-01 15:50:00,53.05,29.666,16.768193999999998,-12.9653
2016-07-01 15:55:00,53.05,28.262,15.363829999999995,-10.4395
2016-07-01 16:00:00,53.05,25.913,13.014534999999997,-12.7581
2016-07-01 16:05:00,53.05,34.003,21.104687,-4.63705
2016-07-01 16:10:00,53.05,29.718,16.81958699999999,-12.807
2016-07-01 16:15:00,53.05,32.057,19.159386999999995,-10.4515
2016-07-01 16:20:00,53.05,27.656,14.757915999999994,-14.8323
2016-07-01 16:25:00,53.05,33.602,20.704482999999996,-4.96137
2016-07-01 16:30:00,53.05,29.407,16.509085999999996,-13.0282
2016-07-01 16:35:00,53.05,33.582,20.683751999999995,-4.9206199999999995
2016-07-01 16:40:00,53.05,29.4,16.50161599999999,-12.9672
2016-07-01 16:45:00,53.05,33.569,20.670733,-4.85805
2016-07-01 16:50:00,53.05,29.386,16.488006999999996,-12.8904
2016-07-01 16:55:00,53.05,41.959,15.061492999999999,-6.6072
2016-07-01 17:00:00,36.82,26.983,0.08450700000000211,-0.573754
2016-07-01 17:05:00,36.82,32.513,5.61519,13.7712
2016-07-01 17:10:00,36.82,27.58,0.682398000000001,8.90033
2016-07-01 17:15:00,36.82,24.772,-2.1258149999999993,6.15447
2016-07-01 17:20:00,36.82,18.806,0.6156179999999996,8.96327
2016-07-01 17:25:00,36.82,44.455,11.557455000000001,11.263200000000001
2016-07-01 17:30:00,36.82,27.501,-5.396932000000001,9.08949
