,clearing_price,clearing_quantity,unresponsive_loads,slack_t-1
2016-07-01 17:35:00,36.82,43.803,-3.0945029999999996,11.4641
2016-07-01 17:40:00,36.82,30.5,-16.397626999999996,12.239600000000001
2016-07-01 17:45:00,36.82,32.863,-14.034906,14.6826
2016-07-01 17:50:00,36.82,31.757,-15.140986000000002,13.6688
2016-07-01 17:55:00,36.82,30.498,-16.399814999999997,12.5082
2016-07-01 18:00:00,31.26,30.496,-16.402479,12.6145
2016-07-01 18:05:00,31.26,33.068,-13.830188,15.3011
2016-07-01 18:10:00,31.26,29.997,-16.901428,12.3684
2016-07-01 18:15:00,31.26,30.539,-16.358691,12.2769
2016-07-01 18:20:00,31.26,30.507,-16.390695,12.1746
2016-07-01 18:25:00,31.26,52.534,-14.363807999999999,14.1126
2016-07-01 18:30:00,31.26,42.755,-31.142628,17.1569
2016-07-01 18:35:00,31.26,36.145,-37.753183,17.2072
2016-07-01 18:40:00,31.26,30.805,-43.093174,11.8687
2016-07-01 18:45:00,31.26,18.23,-35.668268000000005,19.255
2016-07-01 18:50:00,31.26,33.012,-20.886097,13.9309
2016-07-01 18:55:00,31.26,30.514,-23.384168,11.2987
2016-07-01 19:00:00,29.71,27.993,-25.904745000000005,8.47317
2016-07-01 19:05:00,29.71,35.751,-18.146998999999997,15.788200000000002
2016-07-01 19:10:00,29.71,32.96,-20.938261999999998,15.9399
2016-07-01 19:15:00,29.71,29.663,-24.234647,12.8029
2016-07-01 19:20:00,29.71,8.255,-25.643489000000002,12.100299999999999
2016-07-01 19:25:00,29.71,35.478,1.5800480000000023,19.459400000000002
2016-07-01 19:30:00,29.71,33.285,-0.6127530000000001,17.4041
2016-07-01 19:35:00,29.71,27.706,-6.1924030000000005,11.9605
2016-07-01 19:40:00,29.71,36.185,2.287311999999999,20.5781
2016-07-01 19:45:00,29.71,18.974,-0.923592000000002,17.507099999999998
2016-07-01 19:50:00,29.71,30.211,10.312572000000001,14.882700000000002
2016-07-01 19:55:00,29.71,49.746,9.848138,14.5577
2016-07-01 20:00:00,27.07,27.666,-12.232229,12.617
2016-07-01 20:05:00,27.07,28.563,-11.335024999999998,13.7321
2016-07-01 20:10:00,27.07,25.516,-14.382104999999997,10.8787
2016-07-01 20:15:00,27.07,26.35,-13.548426999999998,11.911700000000002
2016-07-01 20:20:00,27.07,27.42,-12.478211,13.1168
2016-07-01 20:25:00,27.07,27.589,-12.309196,13.473
2016-07-01 20:30:00,27.07,26.68,-13.217979,12.7406
2016-07-01 20:35:00,27.07,26.489,-13.408708999999998,12.715200000000001
2016-07-01 20:40:00,27.07,25.133,-13.060848499999999,13.2171
2016-07-01 20:45:00,27.07,22.308,-10.589775700000002,14.126299999999999
2016-07-01 20:50:00,27.07,23.656,-9.242376,10.3089
2016-07-01 20:55:00,27.07,23.397,-9.5005171,10.134
2016-07-01 21:00:00,24.98,29.111,-3.7870831999999996,15.9717
2016-07-01 21:05:00,24.98,24.813,-8.0847779,11.7663
2016-07-01 21:10:00,24.98,29.086,-3.811679799999999,16.088
2016-07-01 21:15:00,24.98,29.145,-3.7526062999999996,16.1599
2016-07-01 21:20:00,24.98,29.145,-3.753291100000001,16.1713
2016-07-01 21:25:00,24.98,29.144,-3.754107260000001,16.1818
2016-07-01 21:30:00,24.98,25.134,-7.76437508,12.1821
2016-07-01 21:35:00,24.98,27.647,-5.2514836800000015,14.704799999999999
2016-07-01 21:40:00,24.98,27.646,-5.252230309999999,14.7131
2016-07-01 21:45:00,24.98,27.645,-5.253013369999999,14.720600000000001
2016-07-01 21:50:00,24.98,24.652,-8.2462289,11.7349
2016-07-01 21:55:00,24.98,23.813,-9.085074010000001,10.9028
2016-07-01 22:00:00,23.17,24.531,-8.367449414,11.6264
2016-07-01 22:05:00,23.17,23.587,-9.310752267,10.6883
2016-07-01 22:10:00,23.17,23.586,-9.3117,10.6883
2016-07-01 22:15:00,23.17,3.526,-9.3715,10.6285
2016-07-01 22:20:00,23.17,20.583,7.68456,7.68456
2016-07-01 22:25:00,23.17,20.403,7.50501,7.50501
2016-07-01 22:30:00,23.17,20.283,7.3853,7.3853
2016-07-01 22:35:00,23.17,20.523,7.62471,7.62471
2016-07-01 22:40:00,23.17,20.463,7.5648599999999995,7.5648599999999995
2016-07-01 22:45:00,23.17,20.463,7.5648599999999995,7.5648599999999995
2016-07-01 22:50:00,23.17,20.523,7.62471,7.62471
2016-07-01 22:55:00,23.17,20.463,7.5648599999999995,7.5648599999999995
2016-07-01 23:00:00,20.34,20.463,7.5648599999999995,7.5648599999999995
2016-07-01 23:05:00,20.34,19.728,6.8297,6.8297
2016-07-01 23:10:00,20.34,19.728,6.8297,6.8297
2016-07-01 23:15:00,20.34,19.668,6.76985,6.76985
2016-07-01 23:20:00,20.34,19.668,6.76985,6.76985
2016-07-01 23:25:00,20.34,19.608,6.7099899999999995,6.7099899999999995
2016-07-01 23:30:00,20.34,19.728,6.8297,6.8297
2016-07-01 23:35:00,20.34,19.788,6.88955,6.88955
2016-07-01 23:40:00,20.34,19.428,6.53043,6.53043
2016-07-01 23:45:00,20.34,19.009,6.11144,6.11144
2016-07-01 23:50:00,20.34,18.95,6.0515799999999995,6.0515799999999995
2016-07-01 23:55:00,20.34,17.633,4.734649999999999,4.734649999999999
2016-07-02 00:00:00,19.38,17.573,4.67479,4.67479
