,clearing_price,clearing_quantity,unresponsive_loads,slack_t-1
2016-07-01 04:00:00,15.94,23.4,-0.0,22.578
2016-07-01 04:05:00,15.94,23.4,-0.0,22.4559
2016-07-01 04:10:00,15.94,23.4,-0.0,22.396
2016-07-01 04:15:00,15.94,23.4,-0.0,22.4559
2016-07-01 04:20:00,15.94,23.4,-0.0,22.3361
2016-07-01 04:25:00,15.94,23.4,-0.0,22.3361
2016-07-01 04:30:00,15.94,23.4,-0.0,22.9952
2016-07-01 04:35:00,15.94,23.4,0.0,23.7142
2016-07-01 04:40:00,15.94,23.4,0.0,24.253400000000003
2016-07-01 04:45:00,15.94,23.4,0.0,23.5944
2016-07-01 04:50:00,15.94,23.4,0.0,25.7512
2016-07-01 04:55:00,15.94,23.4,-0.0,23.234900000000003
2016-07-01 05:00:00,17.57,0.0,0.0,40.8977
2016-07-01 05:05:00,17.57,0.0,0.0,20.7302
2016-07-01 05:10:00,17.57,0.0,0.0,16.1262
2016-07-01 05:15:00,17.57,0.0,0.0,24.571900000000003
2016-07-01 05:20:00,17.57,0.0,0.0,12.1187
2016-07-01 05:25:00,17.57,0.0,0.0,5.0573500000000005
2016-07-01 05:30:00,17.57,0.0,0.0,10.3836
2016-07-01 05:35:00,17.57,0.0,0.0,10.5033
2016-07-01 05:40:00,17.57,0.0,0.0,15.5879
2016-07-01 05:45:00,17.57,0.0,0.0,19.474700000000002
2016-07-01 05:50:00,17.57,0.0,0.0,10.3836
2016-07-01 05:55:00,17.57,0.0,0.0,5.1171999999999995
2016-07-01 06:00:00,18.42,0.0,0.0,4.8179099999999995
2016-07-01 06:05:00,15.94,0.068,0.0,5.0217600000000004
2016-07-01 06:10:00,15.94,0.16,0.0,4.93085
2016-07-01 06:15:00,15.94,0.258,0.0,4.83297
2016-07-01 06:20:00,15.94,0.363,0.0,8.73571
2016-07-01 06:25:00,15.94,0.475,0.0,4.61457
2016-07-01 06:30:00,15.94,0.596,0.0,4.49409
2016-07-01 06:35:00,15.94,0.722,0.0,4.36637
2016-07-01 06:40:00,15.94,0.858,0.0,4.2315
2016-07-01 06:45:00,15.94,0.999,0.0,3.31144
2016-07-01 06:50:00,15.94,1.148,0.0,3.1028000000000002
2016-07-01 06:55:00,15.94,1.303,0.0,3.78531
2016-07-01 07:00:00,15.94,1.465,0.0,3.62322
2016-07-01 07:05:00,15.94,1.701,0.0,2.78389
2016-07-01 07:10:00,15.94,1.945,0.0,2.5410100000000004
2016-07-01 07:15:00,15.94,2.176,0.0,2.30862
2016-07-01 07:20:00,15.94,2.399,0.0,2.9840999999999998
2016-07-01 07:25:00,15.94,2.611,0.0,2.71159
2016-07-01 07:30:00,15.94,2.813,0.0,2.56814
2016-07-01 07:35:00,15.94,3.01,0.0,2.3738699999999997
2016-07-01 07:40:00,15.94,3.193,0.0,2.30808
2016-07-01 07:45:00,15.94,3.372,0.0,2.07125
2016-07-01 07:50:00,15.94,3.541,0.0,1.72301
2016-07-01 07:55:00,15.94,3.716,0.0,1.66594
2016-07-01 08:00:00,15.94,3.87,0.0,1.4532
2016-07-01 08:05:00,15.94,3.999,0.0,1.32128
2016-07-01 08:10:00,15.94,4.121,0.0,4.2014499999999995
2016-07-01 08:15:00,15.94,4.239,0.0,3.6252199999999997
2016-07-01 08:20:00,15.94,4.354,0.0,4.22764
2016-07-01 08:25:00,15.94,4.466,0.0,3.33885
2016-07-01 08:30:00,15.94,4.572,0.0,4.06739
2016-07-01 08:35:00,15.94,4.677,0.0,3.24591
2016-07-01 08:40:00,15.94,4.779,0.0,3.92213
2016-07-01 08:45:00,15.94,4.877,0.0,3.04758
2016-07-01 08:50:00,15.94,4.969,0.0,3.5522199999999997
2016-07-01 08:55:00,0.0,5.059,0.0,2.68541
2016-07-01 09:00:00,0.0,5.145,0.0,3.31685
2016-07-01 09:05:00,0.0,2.058,0.0,4.50685
2016-07-01 09:10:00,0.0,0.0,0.0,2.9377600000000004
2016-07-01 09:15:00,0.0,0.0,0.0,-0.149278
2016-07-01 09:20:00,0.0,0.0,0.0,-0.276434
2016-07-01 09:25:00,0.0,0.0,0.0,-0.161242
2016-07-01 09:30:00,0.0,0.0,0.0,-0.10299599999999999
2016-07-01 09:35:00,0.0,0.0,0.0,-0.221444
2016-07-01 09:40:00,0.0,0.0,0.0,0.0219194
2016-07-01 09:45:00,0.0,0.0,0.0,0.447488
2016-07-01 09:50:00,0.0,0.0,0.0,-0.0817263
2016-07-01 09:55:00,0.0,0.0,0.0,-0.12965100000000002
2016-07-01 10:00:00,0.0,0.0,0.0,-0.354577
2016-07-01 10:05:00,0.0,0.0,0.0,-0.27285899999999996
2016-07-01 10:10:00,0.0,0.0,0.0,1.42852
2016-07-01 10:15:00,0.0,0.0,0.0,1.4553
2016-07-01 10:20:00,0.0,0.0,0.0,-0.7310399999999999
2016-07-01 10:25:00,0.0,0.0,-0.0,-0.822333
2016-07-01 10:30:00,0.0,0.0,-0.0,-0.8530019999999999
2016-07-01 10:35:00,0.0,0.0,-0.0,-0.8829
2016-07-01 10:40:00,0.0,0.0,-0.0,-0.912042
2016-07-01 10:45:00,0.0,0.0,-0.0,-0.940448
2016-07-01 10:50:00,0.0,0.0,-0.0,-0.968139
2016-07-01 10:55:00,0.0,0.0,-0.0,-0.99514
2016-07-01 11:00:00,0.0,0.0,-0.0,-0.782117
2016-07-01 11:05:00,0.0,0.0,-0.0,-0.853159
2016-07-01 11:10:00,0.0,0.0,-0.0,-0.820303
2016-07-01 11:15:00,0.0,0.0,-0.0,-0.846249
2016-07-01 11:20:00,0.0,0.0,-0.0,-0.931074
2016-07-01 11:25:00,0.0,0.0,-0.0,-1.01501
2016-07-01 11:30:00,0.0,0.0,0.0,2.2524499999999996
2016-07-01 11:35:00,0.0,0.0,-0.0,-0.941136
2016-07-01 11:40:00,0.0,0.0,-0.0,-0.962956
2016-07-01 11:45:00,0.0,0.0,-0.0,-0.924276
2016-07-01 11:50:00,0.0,0.0,0.0,1.73289
2016-07-01 11:55:00,0.0,0.0,-0.0,-1.02457
2016-07-01 12:00:00,0.0,0.0,-0.0,-1.10373
2016-07-01 12:05:00,0.0,0.0,0.0,1.66123
2016-07-01 12:10:00,0.0,0.0,0.0,1.4566400000000002
2016-07-01 12:15:00,0.0,0.0,0.0,1.63253
2016-07-01 12:20:00,0.0,0.0,-0.0,-1.1454600000000001
2016-07-01 12:25:00,0.0,0.0,0.0,1.1749100000000001
2016-07-01 12:30:00,0.0,0.0,0.0,9.90608
2016-07-01 12:35:00,0.0,0.0,-0.0,-1.25194
2016-07-01 12:40:00,0.0,0.0,0.0,1.0204900000000001
2016-07-01 12:45:00,0.0,0.0,0.0,7.0012
2016-07-01 12:50:00,0.0,0.0,-0.0,-1.34858
2016-07-01 12:55:00,0.0,0.0,-0.0,-1.3581800000000002
2016-07-01 13:00:00,0.0,0.0,0.0,4.20404
2016-07-01 13:05:00,0.0,0.0,0.0,3.64577
2016-07-01 13:10:00,0.0,0.0,0.0,1.2874400000000001
2016-07-01 13:15:00,0.0,0.0,0.0,4.06673
2016-07-01 13:20:00,0.0,0.0,0.0,2.64147
2016-07-01 13:25:00,0.0,0.0,0.0,3.07396
2016-07-01 13:30:00,0.0,0.0,0.0,7.8062700000000005
2016-07-01 13:35:00,0.0,0.0,0.0,4.588760000000001
2016-07-01 13:40:00,0.0,0.0,0.0,0.5595209999999999
2016-07-01 13:45:00,0.0,0.0,0.0,5.69977
2016-07-01 13:50:00,0.0,0.0,0.0,1.5196800000000001
2016-07-01 13:55:00,0.0,0.0,0.0,1.58193
2016-07-01 14:00:00,0.0,0.0,0.0,9.51572
2016-07-01 14:05:00,0.0,0.0,-0.0,-1.26358
2016-07-01 14:10:00,0.0,0.0,0.0,4.318689999999999
2016-07-01 14:15:00,0.0,0.0,0.0,1.5314100000000002
2016-07-01 14:20:00,0.0,0.0,-0.0,-1.25293
2016-07-01 14:25:00,0.0,0.0,0.0,12.2006
2016-07-01 14:30:00,0.0,0.0,0.0,-0.399918
2016-07-01 14:35:00,0.0,0.0,-0.0,-1.2883499999999999
2016-07-01 14:40:00,0.0,0.0,0.0,9.87382
2016-07-01 14:45:00,0.0,0.0,-0.0,-1.2641900000000001
2016-07-01 14:50:00,0.0,0.0,0.0,6.74208
2016-07-01 14:55:00,0.0,0.0,0.0,1.61548
2016-07-01 15:00:00,0.0,0.0,0.0,3.98731
2016-07-01 15:05:00,0.0,0.0,0.0,7.29806
2016-07-01 15:10:00,0.0,0.0,0.0,1.75334
2016-07-01 15:15:00,0.0,0.0,0.0,1.3478299999999999
2016-07-01 15:20:00,0.0,0.0,0.0,4.5986899999999995
2016-07-01 15:25:00,0.0,0.0,0.0,1.34497
2016-07-01 15:30:00,0.0,0.0,0.0,6.55509
2016-07-01 15:35:00,0.0,0.0,0.0,6.15472
2016-07-01 15:40:00,0.0,0.0,-0.0,-0.865786
2016-07-01 15:45:00,0.0,0.0,0.0,2.19744
2016-07-01 15:50:00,0.0,0.0,0.0,4.5816099999999995
2016-07-01 15:55:00,0.0,0.0,0.0,10.5631
2016-07-01 16:00:00,0.0,0.0,0.0,1.79046
2016-07-01 16:05:00,0.0,0.0,0.0,5.22875
2016-07-01 16:10:00,0.0,0.0,0.0,1.96167
2016-07-01 16:15:00,0.0,0.0,0.0,2.4130100000000003
2016-07-01 16:20:00,0.0,0.0,0.0,8.695709999999998
2016-07-01 16:25:00,0.0,0.0,0.0,-0.6147509999999999
2016-07-01 16:30:00,0.0,0.0,0.0,7.7255
2016-07-01 16:35:00,0.0,0.0,0.0,1.7893599999999998
2016-07-01 16:40:00,0.0,0.0,0.0,-0.502148
2016-07-01 16:45:00,0.0,0.0,0.0,7.38399
2016-07-01 16:50:00,0.0,0.0,0.0,2.33977
2016-07-01 16:55:00,0.0,0.0,0.0,7.88335
2016-07-01 17:00:00,0.0,0.0,0.0,2.4270500000000004
2016-07-01 17:05:00,0.0,0.0,0.0,0.221702
2016-07-01 17:10:00,0.0,0.0,0.0,10.9439
2016-07-01 17:15:00,0.0,0.0,0.0,0.413163
2016-07-01 17:20:00,0.0,0.0,0.0,10.9979
2016-07-01 17:25:00,0.0,0.0,0.0,0.490779
2016-07-01 17:30:00,0.0,0.0,0.0,2.92984
2016-07-01 17:35:00,0.0,0.0,0.0,6.14921
2016-07-01 17:40:00,0.0,0.0,0.0,0.782134
2016-07-01 17:45:00,0.0,0.0,0.0,11.802
2016-07-01 17:50:00,0.0,0.0,0.0,4.94419
2016-07-01 17:55:00,36.82,14.0,0.0,6.07802
2016-07-01 18:00:00,31.26,14.0,0.0,9.60552
2016-07-01 18:05:00,31.26,14.0,-0.0,7.3073500000000005
2016-07-01 18:10:00,31.26,14.0,-0.0,6.6851400000000005
2016-07-01 18:15:00,31.26,14.0,-0.0,3.9250100000000003
2016-07-01 18:20:00,31.26,28.0,0.0,11.4099
2016-07-01 18:25:00,31.26,28.0,-0.0,14.4695
2016-07-01 18:30:00,31.26,28.0,-0.0,8.86755
2016-07-01 18:35:00,31.26,28.0,-0.0,8.54179
2016-07-01 18:40:00,31.26,48.0,-0.0,11.1235
2016-07-01 18:45:00,31.26,48.0,-0.0,13.6075
2016-07-01 18:50:00,31.26,48.0,-0.0,8.66052
2016-07-01 18:55:00,31.26,48.0,-0.0,11.3086
2016-07-01 19:00:00,29.71,48.0,-0.0,10.648
2016-07-01 19:05:00,29.71,43.431,-0.0,10.9739
2016-07-01 19:10:00,29.71,34.0,-0.0,11.1379
2016-07-01 19:15:00,29.71,34.0,-0.0,20.1977
2016-07-01 19:20:00,29.71,34.0,-0.0,9.09553
2016-07-01 19:25:00,29.71,34.0,-0.0,14.6776
2016-07-01 19:30:00,29.71,34.0,-0.0,14.815
2016-07-01 19:35:00,29.71,34.0,-0.0,14.5459
2016-07-01 19:40:00,29.71,34.0,-0.0,13.2371
2016-07-01 19:45:00,29.71,34.0,-0.0,17.5044
2016-07-01 19:50:00,29.71,34.0,-0.0,15.3124
2016-07-01 19:55:00,29.71,34.0,-0.0,15.3924
2016-07-01 20:00:00,27.07,52.358,-0.0,12.617799999999999
2016-07-01 20:05:00,27.07,20.496,-0.0,19.7411
2016-07-01 20:10:00,27.07,10.0,-0.0,10.883899999999999
2016-07-01 20:15:00,27.07,10.0,0.0,8.90934
2016-07-01 20:20:00,27.07,10.0,0.0,12.2669
2016-07-01 20:25:00,27.07,10.0,0.0,10.4703
2016-07-01 20:30:00,27.07,10.0,0.0,9.73794
2016-07-01 20:35:00,27.07,17.0,0.0,9.712530000000001
2016-07-01 20:40:00,27.07,17.0,-0.0,13.217600000000001
2016-07-01 20:45:00,27.07,17.0,-0.0,14.1269
2016-07-01 20:50:00,27.07,17.0,-0.0,13.3122
2016-07-01 20:55:00,27.07,17.0,-0.0,13.1372
2016-07-01 21:00:00,24.98,17.0,0.0,18.976200000000002
2016-07-01 21:05:00,24.98,17.0,-0.0,14.7699
2016-07-01 21:10:00,24.98,17.0,0.0,19.0925
2016-07-01 21:15:00,24.98,17.0,0.0,19.1644
2016-07-01 21:20:00,24.98,17.0,0.0,19.1758
2016-07-01 21:25:00,24.98,17.0,0.0,19.1863
2016-07-01 21:30:00,24.98,17.0,-0.0,15.185799999999999
2016-07-01 21:35:00,24.98,17.0,0.0,17.709
2016-07-01 21:40:00,24.98,17.0,0.0,17.717299999999998
2016-07-01 21:45:00,24.98,17.0,0.0,17.7248
2016-07-01 21:50:00,24.98,17.0,-0.0,14.7385
2016-07-01 21:55:00,24.98,17.0,-0.0,13.9063
2016-07-01 22:00:00,23.17,17.0,-0.0,14.6299
2016-07-01 22:05:00,23.17,15.365,-0.0,13.6917
2016-07-01 22:10:00,23.17,7.0,-0.0,13.6917
2016-07-01 22:15:00,23.17,7.0,0.0,10.6289
2016-07-01 22:20:00,23.17,7.0,0.0,10.6887
2016-07-01 22:25:00,23.17,7.0,0.0,10.5091
2016-07-01 22:30:00,23.17,7.0,0.0,10.3894
2016-07-01 22:35:00,23.17,7.0,0.0,10.6289
2016-07-01 22:40:00,23.17,7.0,0.0,10.569
2016-07-01 22:45:00,23.17,7.0,0.0,10.569
2016-07-01 22:50:00,23.17,7.0,0.0,10.6289
2016-07-01 22:55:00,23.17,7.0,0.0,10.569
2016-07-01 23:00:00,20.34,7.0,0.0,10.569
2016-07-01 23:05:00,20.34,7.0,0.0,9.833620000000002
2016-07-01 23:10:00,20.34,7.0,0.0,9.833620000000002
2016-07-01 23:15:00,20.34,7.0,0.0,9.77375
2016-07-01 23:20:00,20.34,7.0,0.0,9.77375
2016-07-01 23:25:00,20.34,7.0,0.0,9.71389
2016-07-01 23:30:00,20.34,3.605,0.0,9.833620000000002
2016-07-01 23:35:00,20.34,0.0,0.0,9.89349
2016-07-01 23:40:00,20.34,0.0,0.0,6.53043
2016-07-01 23:45:00,20.34,0.0,0.0,6.11144
2016-07-01 23:50:00,20.34,0.0,0.0,6.0515799999999995
2016-07-01 23:55:00,20.34,0.0,0.0,4.734649999999999
2016-07-02 00:00:00,19.38,0.0,0.0,4.67479
