# file...... TESS/TESS_0000/battery_SOC.csv
# date...... Fri Mar 13 20:59:41 2020
# user...... (null)
# host...... (null)
# group..... class=battery
# property.. state_of_charge
# limit..... 0
# interval.. 60
# timestamp,EV_1,Battery_1,EV_2,Battery_2,EV_3,Battery_3,EV_4,Battery_4,EV_5,Battery_5,EV_6,Battery_6
2016-07-01 00:00:00 PDT,+0.625528,+0.2,+0.733752,+0.2,+0.671988,+0.2,+0.889696,+0.2,+0.847427,+0.2,+0.69672,+0.2
2016-07-01 00:01:00 PDT,+0.626958,+0.2,+0.734824,+0.2,+0.672845,+0.2,+0.891126,+0.2,+0.848499,+0.2,+0.697577,+0.2
2016-07-01 00:02:00 PDT,+0.628387,+0.2,+0.735896,+0.2,+0.673703,+0.2,+0.892555,+0.2,+0.849571,+0.2,+0.698435,+0.2
2016-07-01 00:03:00 PDT,+0.629817,+0.2,+0.736969,+0.2,+0.674561,+0.2,+0.893985,+0.2,+0.850643,+0.2,+0.699293,+0.2
2016-07-01 00:04:00 PDT,+0.631247,+0.2,+0.738041,+0.2,+0.675419,+0.2,+0.895414,+0.2,+0.851715,+0.2,+0.700151,+0.2
2016-07-01 00:05:00 PDT,+0.646402,+0.2,+0.763991,+0.2,+0.706179,+0.2,+0.918903,+0.2,+0.877665,+0.2,+0.730911,+0.2
2016-07-01 00:06:00 PDT,+0.647832,+0.2,+0.765063,+0.2,+0.707036,+0.2,+0.920333,+0.2,+0.878738,+0.2,+0.731768,+0.2
2016-07-01 00:07:00 PDT,+0.649261,+0.2,+0.766135,+0.2,+0.707894,+0.2,+0.921763,+0.2,+0.87981,+0.2,+0.732626,+0.2
2016-07-01 00:08:00 PDT,+0.650691,+0.2,+0.767207,+0.2,+0.708752,+0.2,+0.923192,+0.2,+0.880882,+0.2,+0.733484,+0.2
2016-07-01 00:09:00 PDT,+0.652121,+0.2,+0.76828,+0.2,+0.70961,+0.2,+0.924622,+0.2,+0.881954,+0.2,+0.734342,+0.2
2016-07-01 00:10:00 PDT,+0.665847,+0.2,+0.793157,+0.2,+0.739512,+0.2,+0.946681,+0.2,+0.906832,+0.2,+0.764244,+0.2
2016-07-01 00:11:00 PDT,+0.667276,+0.2,+0.79423,+0.2,+0.74037,+0.2,+0.948111,+0.2,+0.907904,+0.2,+0.765102,+0.2
2016-07-01 00:12:00 PDT,+0.668706,+0.2,+0.795302,+0.2,+0.741228,+0.2,+0.94954,+0.2,+0.908977,+0.2,+0.765959,+0.2
2016-07-01 00:13:00 PDT,+0.670136,+0.2,+0.796374,+0.2,+0.742085,+0.2,+0.95097,+0.2,+0.910049,+0.2,+0.766817,+0.2
2016-07-01 00:14:00 PDT,+0.671565,+0.2,+0.797446,+0.2,+0.742943,+0.2,+0.9524,+0.2,+0.911121,+0.2,+0.767675,+0.2
2016-07-01 00:15:00 PDT,+0.685291,+0.2,+0.822324,+0.2,+0.772845,+0.2,+0.974459,+0.2,+0.935999,+0.2,+0.797577,+0.2
2016-07-01 00:16:00 PDT,+0.686721,+0.2,+0.823396,+0.2,+0.773703,+0.2,+0.975888,+0.2,+0.937071,+0.2,+0.798435,+0.2
2016-07-01 00:17:00 PDT,+0.68815,+0.2,+0.824469,+0.2,+0.774561,+0.2,+0.977318,+0.2,+0.938143,+0.2,+0.799293,+0.2
2016-07-01 00:18:00 PDT,+0.68958,+0.2,+0.825541,+0.2,+0.775419,+0.2,+0.978748,+0.2,+0.939215,+0.2,+0.800151,+0.2
2016-07-01 00:19:00 PDT,+0.69101,+0.2,+0.826613,+0.2,+0.776276,+0.2,+0.980177,+0.2,+0.940288,+0.2,+0.801008,+0.2
2016-07-01 00:20:00 PDT,+0.704736,+0.2,+0.851491,+0.2,+0.806179,+0.2,+1,+0.2,+0.965165,+0.2,+0.830911,+0.2
2016-07-01 00:21:00 PDT,+0.706165,+0.2,+0.852563,+0.2,+0.807036,+0.2,+1,+0.2,+0.966238,+0.2,+0.831768,+0.2
2016-07-01 00:22:00 PDT,+0.707595,+0.2,+0.853635,+0.2,+0.807894,+0.2,+1,+0.2,+0.96731,+0.2,+0.832626,+0.2
2016-07-01 00:23:00 PDT,+0.709024,+0.2,+0.854707,+0.2,+0.808752,+0.2,+1,+0.2,+0.968382,+0.2,+0.833484,+0.2
2016-07-01 00:24:00 PDT,+0.710454,+0.2,+0.85578,+0.2,+0.80961,+0.2,+1,+0.2,+0.969454,+0.2,+0.834342,+0.2
2016-07-01 00:25:00 PDT,+0.72418,+0.2,+0.880657,+0.2,+0.839512,+0.2,+0.999999,+0.2,+0.994332,+0.2,+0.864244,+0.2
2016-07-01 00:26:00 PDT,+0.72561,+0.2,+0.88173,+0.2,+0.84037,+0.2,+0.999999,+0.2,+0.994332,+0.2,+0.865102,+0.2
2016-07-01 00:27:00 PDT,+0.727039,+0.2,+0.882802,+0.2,+0.841228,+0.2,+0.999999,+0.2,+0.994332,+0.2,+0.865959,+0.2
2016-07-01 00:28:00 PDT,+0.728469,+0.2,+0.883874,+0.2,+0.842085,+0.2,+0.999999,+0.2,+0.994332,+0.2,+0.866817,+0.2
2016-07-01 00:29:00 PDT,+0.729898,+0.2,+0.884946,+0.2,+0.842943,+0.2,+0.999999,+0.2,+0.994332,+0.2,+0.867675,+0.2
2016-07-01 00:30:00 PDT,+0.743624,+0.2,+0.909824,+0.2,+0.872845,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.897577,+0.2
2016-07-01 00:31:00 PDT,+0.745054,+0.2,+0.910896,+0.2,+0.873703,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.898435,+0.2
2016-07-01 00:32:00 PDT,+0.746484,+0.2,+0.911969,+0.2,+0.874561,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.899293,+0.2
2016-07-01 00:33:00 PDT,+0.747913,+0.2,+0.913041,+0.2,+0.875419,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.900151,+0.2
2016-07-01 00:34:00 PDT,+0.749343,+0.2,+0.914113,+0.2,+0.876276,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.901008,+0.2
2016-07-01 00:35:00 PDT,+0.763069,+0.2,+0.938991,+0.2,+0.906179,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.930911,+0.2
2016-07-01 00:36:00 PDT,+0.764499,+0.2,+0.940063,+0.2,+0.907036,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.931768,+0.2
2016-07-01 00:37:00 PDT,+0.765928,+0.2,+0.941135,+0.2,+0.907894,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.932626,+0.2
2016-07-01 00:38:00 PDT,+0.767358,+0.2,+0.942207,+0.2,+0.908752,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.933484,+0.2
2016-07-01 00:39:00 PDT,+0.768787,+0.2,+0.94328,+0.2,+0.90961,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.934342,+0.2
2016-07-01 00:40:00 PDT,+0.782513,+0.2,+0.968157,+0.2,+0.939512,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.964244,+0.2
2016-07-01 00:41:00 PDT,+0.783943,+0.2,+0.96923,+0.2,+0.94037,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.965102,+0.2
2016-07-01 00:42:00 PDT,+0.785373,+0.2,+0.970302,+0.2,+0.941228,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.965959,+0.2
2016-07-01 00:43:00 PDT,+0.786802,+0.2,+0.971374,+0.2,+0.942085,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.966817,+0.2
2016-07-01 00:44:00 PDT,+0.788232,+0.2,+0.972446,+0.2,+0.942943,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.967675,+0.2
2016-07-01 00:45:00 PDT,+0.801958,+0.2,+0.997324,+0.2,+0.972845,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.997577,+0.2
2016-07-01 00:46:00 PDT,+0.803387,+0.2,+0.997324,+0.2,+0.973703,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.997577,+0.2
2016-07-01 00:47:00 PDT,+0.804817,+0.2,+0.997324,+0.2,+0.974561,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.997577,+0.2
2016-07-01 00:48:00 PDT,+0.806247,+0.2,+0.997324,+0.2,+0.975419,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.997577,+0.2
2016-07-01 00:49:00 PDT,+0.807676,+0.2,+0.997324,+0.2,+0.976276,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.997577,+0.2
2016-07-01 00:50:00 PDT,+0.821402,+0.2,+0.996252,+0.2,+1,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.99672,+0.2
2016-07-01 00:51:00 PDT,+0.822832,+0.2,+0.996252,+0.2,+1,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.99672,+0.2
2016-07-01 00:52:00 PDT,+0.824261,+0.2,+0.996252,+0.2,+1,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.99672,+0.2
2016-07-01 00:53:00 PDT,+0.825691,+0.2,+0.996252,+0.2,+1,+0.2,+0.999999,+0.2,+0.99326,+0.2,+0.99672,+0.2
