EV_name,house_name,SOC_max,i_max,v_max,u_max,efficiency,charging_type,k,soc_t,SOC_t,connected,next_event,active_t-1,active_t,q_buy,residual_u,p_buy,delta,residual_t,lower_bound,upper_bound
EV_1,GLD_1,30.0,26.923076923076923,260.0,7.0,0.95,residential,9.48685,0.9999993148375489,29.999979445126467,1,2016-07-02 07:56:00,0,0,0.0,0.0,0.0,0 days 07:56:00.000000000,7.933333333333334,0.0,100.0
EV_2,GLD_2,40.0,53.84615384615385,260.0,14.0,0.95,residential,8.91891,0.9898113656329495,39.59245462531798,1,2016-07-02 09:49:00,0,0,4.89,4.89,18.7487299,0 days 09:49:00.000000000,9.816666666666666,0.0,100.0
EV_3,GLD_3,50.0,76.92307692307692,260.0,20.0,0.95,residential,6.56387,1.0000005867634894,50.000029338174464,1,2016-07-02 06:09:00,0,0,0.0,-0.0,0.0,0 days 06:09:00.000000000,6.15,0.0,100.0
EV_4,GLD_4,30.0,38.46153846153846,260.0,10.0,0.95,residential,6.93008,1.0000005171002508,30.000015513007526,1,2016-07-02 08:59:00,0,0,0.0,-0.0,0.0,0 days 08:59:00.000000000,8.983333333333333,0.0,100.0
EV_5,GLD_5,40.0,53.84615384615385,260.0,14.0,0.95,residential,7.7832,1.000000500093772,40.000020003750876,1,2016-07-02 07:37:00,0,0,0.0,-0.0,0.0,0 days 07:37:00.000000000,7.616666666666666,0.0,100.0
EV_6,GLD_6,50.0,76.92307692307692,260.0,20.0,0.95,residential,6.15036,0.9999995834924111,49.999979174620556,1,2016-07-02 07:16:00,0,0,0.0,0.0,0.0,0 days 07:16:00.000000000,7.266666666666667,0.0,100.0
