,DA,RT
1/1/16 0:00,44.281,44.281
1/1/16 0:05,44.281,44.281
1/1/16 0:10,44.281,44.281
1/1/16 0:15,44.281,44.281
1/1/16 0:20,44.281,44.281
1/1/16 0:25,44.281,44.281
1/1/16 0:30,44.281,44.281
1/1/16 0:35,44.281,44.281
1/1/16 0:40,44.281,44.281
1/1/16 0:45,44.281,44.281
1/1/16 0:50,44.281,44.281
1/1/16 0:55,44.281,44.281
1/1/16 1:00,42.78611,42.78611
1/1/16 1:05,42.78611,42.78611
1/1/16 1:10,42.78611,42.78611
1/1/16 1:15,42.78611,42.78611
1/1/16 1:20,42.78611,42.78611
1/1/16 1:25,42.78611,42.78611
1/1/16 1:30,42.78611,42.78611
1/1/16 1:35,42.78611,42.78611
1/1/16 1:40,42.78611,42.78611
1/1/16 1:45,42.78611,42.78611
1/1/16 1:50,42.78611,42.78611
1/1/16 1:55,42.78611,42.78611
1/1/16 2:00,41.56476,41.56476
1/1/16 2:05,41.56476,41.56476
1/1/16 2:10,41.56476,41.56476
1/1/16 2:15,41.56476,41.56476
1/1/16 2:20,41.56476,41.56476
1/1/16 2:25,41.56476,41.56476
1/1/16 2:30,41.56476,41.56476
1/1/16 2:35,41.56476,41.56476
1/1/16 2:40,41.56476,41.56476
1/1/16 2:45,41.56476,41.56476
1/1/16 2:50,41.56476,41.56476
1/1/16 2:55,41.56476,41.56476
1/1/16 3:00,40.60017,40.60017
1/1/16 3:05,40.60017,40.60017
1/1/16 3:10,40.60017,40.60017
1/1/16 3:15,40.60017,40.60017
1/1/16 3:20,40.60017,40.60017
1/1/16 3:25,40.60017,40.60017
1/1/16 3:30,40.60017,40.60017
1/1/16 3:35,40.60017,40.60017
1/1/16 3:40,40.60017,40.60017
1/1/16 3:45,40.60017,40.60017
1/1/16 3:50,40.60017,40.60017
1/1/16 3:55,40.60017,40.60017
1/1/16 4:00,41.63339,41.63339
1/1/16 4:05,41.63339,41.63339
1/1/16 4:10,41.63339,41.63339
1/1/16 4:15,41.63339,41.63339
1/1/16 4:20,41.63339,41.63339
1/1/16 4:25,41.63339,41.63339
1/1/16 4:30,41.63339,41.63339
1/1/16 4:35,41.63339,41.63339
1/1/16 4:40,41.63339,41.63339
1/1/16 4:45,41.63339,41.63339
1/1/16 4:50,41.63339,41.63339
1/1/16 4:55,41.63339,41.63339
1/1/16 5:00,45.04179,45.04179
1/1/16 5:05,45.04179,45.04179
1/1/16 5:10,45.04179,45.04179
1/1/16 5:15,45.04179,45.04179
1/1/16 5:20,45.04179,45.04179
1/1/16 5:25,45.04179,45.04179
1/1/16 5:30,45.04179,45.04179
1/1/16 5:35,45.04179,45.04179
1/1/16 5:40,45.04179,45.04179
1/1/16 5:45,45.04179,45.04179
1/1/16 5:50,45.04179,45.04179
1/1/16 5:55,45.04179,45.04179
1/1/16 6:00,45.41241,45.41241
1/1/16 6:05,45.41241,45.41241
1/1/16 6:10,45.41241,45.41241
1/1/16 6:15,45.41241,45.41241
1/1/16 6:20,45.41241,45.41241
1/1/16 6:25,45.41241,45.41241
1/1/16 6:30,45.41241,45.41241
1/1/16 6:35,45.41241,45.41241
1/1/16 6:40,45.41241,45.41241
1/1/16 6:45,45.41241,45.41241
1/1/16 6:50,45.41241,45.41241
1/1/16 6:55,45.41241,45.41241
1/1/16 7:00,42.61174,42.61174
1/1/16 7:05,42.61174,42.61174
1/1/16 7:10,42.61174,42.61174
1/1/16 7:15,42.61174,42.61174
1/1/16 7:20,42.61174,42.61174
1/1/16 7:25,42.61174,42.61174
1/1/16 7:30,42.61174,42.61174
1/1/16 7:35,42.61174,42.61174
1/1/16 7:40,42.61174,42.61174
1/1/16 7:45,42.61174,42.61174
1/1/16 7:50,42.61174,42.61174
1/1/16 7:55,42.61174,42.61174
1/1/16 8:00,36.20961,36.20961
1/1/16 8:05,36.20961,36.20961
