EV_name,house_name,SOC_max,i_max,v_max,u_max,efficiency,charging_type,k,soc_t,SOC_t,connected,next_event,active_t-1,active_t,q_buy,residual_u,p_buy,delta,residual_t,lower_bound,upper_bound
EV_1,GLD_1,50.0,76.92307692307692,260.0,20.0,0.95,residential,9.48685,0.9999993223418128,49.999966117090636,1,2016-07-01 07:53:00,1,0,0.0,0.0,0.0,0 days 06:58:00.000000000,6.966666666666667,0.0,100.0
EV_2,GLD_2,50.0,38.46153846153846,260.0,10.0,0.95,residential,8.91891,1.0000000892030434,50.00000446015217,1,2016-07-01 09:57:00,0,0,0.0,-0.0,0.0,0 days 09:02:00.000000000,9.033333333333333,0.0,100.0
EV_3,GLD_3,30.0,38.46153846153846,260.0,10.0,0.95,residential,6.56387,1.0000000910396158,30.000002731188477,1,2016-07-01 07:59:00,1,1,8.2668,8.2668,88.62350051600001,0 days 07:04:00.000000000,7.066666666666666,0.0,100.0
EV_4,GLD_4,60.0,76.92307692307692,260.0,20.0,0.95,residential,6.93008,0.9999998531941733,59.999991191650395,1,2016-07-01 08:06:00,0,0,0.0,0.0,0.0,0 days 07:11:00.000000000,7.183333333333334,0.0,100.0
EV_5,GLD_5,30.0,38.46153846153846,260.0,10.0,0.95,residential,7.7832,0.9999996310217428,29.999988930652286,1,2016-07-01 08:47:00,1,1,1.3452000000000002,1.3452000000000002,32.63796064,0 days 07:52:00.000000000,7.866666666666666,0.0,100.0
EV_6,GLD_6,30.0,26.923076923076923,260.0,7.0,0.95,residential,6.15036,0.8775405225080121,26.326215675240363,1,2016-07-01 09:11:00,1,1,7.0,51.0852,100.0,0 days 08:16:00.000000000,8.266666666666667,0.0,100.0
