# file...... output/total_load_all.csv
# date...... Fri Mar  6 01:51:04 2020
# user...... (null)
# host...... (null)
# group..... class=house
# property.. total_load
# limit..... 0
# interval.. 60
# timestamp,house_1,house_2,house_3,house_4,house_5,house_6
2016-07-01 00:00:00 PDT,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332
2016-07-01 00:01:00 PDT,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332
2016-07-01 00:02:00 PDT,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332
2016-07-01 00:03:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:04:00 PDT,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332
2016-07-01 00:05:00 PDT,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332
2016-07-01 00:06:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:07:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:08:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:09:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:10:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:11:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:12:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:13:00 PDT,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412
2016-07-01 00:14:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:15:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:16:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:17:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:18:00 PDT,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412
2016-07-01 00:19:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:20:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:21:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:22:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:23:00 PDT,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412
2016-07-01 00:24:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:25:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:26:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:27:00 PDT,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332,+0.886332
2016-07-01 00:28:00 PDT,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412
2016-07-01 00:29:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:30:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:31:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:32:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:33:00 PDT,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412
2016-07-01 00:34:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:35:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:36:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:37:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:38:00 PDT,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412,+0.86412
2016-07-01 00:39:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:40:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:41:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
2016-07-01 00:42:00 PDT,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226,+0.875226
