,timestamp,appliance_name,bid_price,bid_quantity,S_D
0,2016-07-01 00:00:00,EV_1,100.0,14.0,D
1,2016-07-01 00:00:00,EV_2,100.0,20.0,D
2,2016-07-01 00:00:00,EV_3,100.0,10.0,D
3,2016-07-01 00:00:00,EV_4,100.0,14.0,D
4,2016-07-01 00:00:00,EV_5,100.0,14.0,D
5,2016-07-01 00:00:00,EV_6,100.0,7.0,D
6,2016-07-01 00:05:00,EV_1,100.0,14.0,D
7,2016-07-01 00:05:00,EV_2,100.0,20.0,D
8,2016-07-01 00:05:00,EV_3,100.0,10.0,D
9,2016-07-01 00:05:00,EV_4,100.0,14.0,D
10,2016-07-01 00:05:00,EV_5,100.0,14.0,D
11,2016-07-01 00:05:00,EV_6,100.0,7.0,D
12,2016-07-01 00:10:00,EV_1,100.0,14.0,D
13,2016-07-01 00:10:00,EV_2,100.0,20.0,D
14,2016-07-01 00:10:00,EV_3,100.0,10.0,D
15,2016-07-01 00:10:00,EV_4,100.0,14.0,D
16,2016-07-01 00:10:00,EV_5,100.0,14.0,D
17,2016-07-01 00:10:00,EV_6,100.0,7.0,D
18,2016-07-01 00:15:00,EV_1,100.0,14.0,D
19,2016-07-01 00:15:00,EV_2,78.288872296,15.9864,D
20,2016-07-01 00:15:00,EV_3,100.0,10.0,D
21,2016-07-01 00:15:00,EV_4,100.0,14.0,D
22,2016-07-01 00:15:00,EV_5,100.0,14.0,D
23,2016-07-01 00:15:00,EV_6,100.0,7.0,D
24,2016-07-01 00:20:00,EV_1,100.0,14.0,D
25,2016-07-01 00:20:00,EV_3,100.0,10.0,D
26,2016-07-01 00:20:00,EV_4,100.0,14.0,D
27,2016-07-01 00:20:00,EV_5,100.0,14.0,D
28,2016-07-01 00:20:00,EV_6,100.0,7.0,D
29,2016-07-01 00:25:00,EV_1,100.0,14.0,D
30,2016-07-01 00:25:00,EV_3,100.0,10.0,D
31,2016-07-01 00:25:00,EV_4,100.0,14.0,D
32,2016-07-01 00:25:00,EV_5,100.0,14.0,D
33,2016-07-01 00:25:00,EV_6,100.0,7.0,D
34,2016-07-01 00:30:00,EV_1,100.0,14.0,D
35,2016-07-01 00:30:00,EV_3,100.0,10.0,D
36,2016-07-01 00:30:00,EV_4,100.0,14.0,D
37,2016-07-01 00:30:00,EV_5,100.0,14.0,D
38,2016-07-01 00:30:00,EV_6,100.0,7.0,D
39,2016-07-01 00:35:00,EV_1,100.0,14.0,D
40,2016-07-01 00:35:00,EV_3,100.0,10.0,D
41,2016-07-01 00:35:00,EV_4,100.0,14.0,D
42,2016-07-01 00:35:00,EV_5,100.0,14.0,D
43,2016-07-01 00:35:00,EV_6,100.0,7.0,D
44,2016-07-01 00:40:00,EV_1,73.92709884,10.7256,D
45,2016-07-01 00:40:00,EV_3,100.0,10.0,D
46,2016-07-01 00:40:00,EV_4,100.0,14.0,D
47,2016-07-01 00:40:00,EV_5,100.0,14.0,D
48,2016-07-01 00:40:00,EV_6,100.0,7.0,D
49,2016-07-01 00:45:00,EV_3,100.0,10.0,D
50,2016-07-01 00:45:00,EV_4,100.0,14.0,D
51,2016-07-01 00:45:00,EV_5,100.0,14.0,D
52,2016-07-01 00:45:00,EV_6,100.0,7.0,D
53,2016-07-01 00:50:00,EV_3,100.0,10.0,D
54,2016-07-01 00:50:00,EV_4,100.0,14.0,D
55,2016-07-01 00:50:00,EV_5,100.0,14.0,D
56,2016-07-01 00:50:00,EV_6,100.0,7.0,D
57,2016-07-01 00:55:00,EV_3,100.0,10.0,D
58,2016-07-01 00:55:00,EV_4,100.0,14.0,D
59,2016-07-01 00:55:00,EV_6,100.0,7.0,D
60,2016-07-01 01:00:00,EV_3,100.0,10.0,D
61,2016-07-01 01:00:00,EV_6,100.0,7.0,D
62,2016-07-01 01:05:00,EV_3,100.0,10.0,D
63,2016-07-01 01:05:00,EV_6,58.15346246,1.602,D
64,2016-07-01 01:10:00,EV_3,46.073349951999994,4.1952,D
65,2016-07-01 03:00:00,Battery_1,15.94,3.9,D
66,2016-07-01 03:00:00,Battery_2,15.94,3.9,D
67,2016-07-01 03:00:00,Battery_3,15.94,3.9,D
68,2016-07-01 03:00:00,Battery_4,15.94,3.9,D
69,2016-07-01 03:00:00,Battery_5,15.94,3.9,D
70,2016-07-01 03:00:00,Battery_6,15.94,3.9,D
71,2016-07-01 03:05:00,Battery_1,15.94,3.9,D
72,2016-07-01 03:05:00,Battery_2,15.94,3.9,D
73,2016-07-01 03:05:00,Battery_3,15.94,3.9,D
74,2016-07-01 03:05:00,Battery_4,15.94,3.9,D
75,2016-07-01 03:05:00,Battery_5,15.94,3.9,D
76,2016-07-01 03:05:00,Battery_6,15.94,3.9,D
77,2016-07-01 03:10:00,Battery_1,15.94,3.9,D
78,2016-07-01 03:10:00,Battery_2,15.94,3.9,D
79,2016-07-01 03:10:00,Battery_3,15.94,3.9,D
80,2016-07-01 03:10:00,Battery_4,15.94,3.9,D
81,2016-07-01 03:10:00,Battery_5,15.94,3.9,D
82,2016-07-01 03:10:00,Battery_6,15.94,3.9,D
83,2016-07-01 03:15:00,Battery_1,15.94,3.9,D
84,2016-07-01 03:15:00,Battery_2,15.94,3.9,D
85,2016-07-01 03:15:00,Battery_3,15.94,3.9,D
86,2016-07-01 03:15:00,Battery_4,15.94,3.9,D
87,2016-07-01 03:15:00,Battery_5,15.94,3.9,D
88,2016-07-01 03:15:00,Battery_6,15.94,3.9,D
89,2016-07-01 03:20:00,Battery_1,15.94,3.9,D
90,2016-07-01 03:20:00,Battery_2,15.94,3.9,D
91,2016-07-01 03:20:00,Battery_3,15.94,3.9,D
92,2016-07-01 03:20:00,Battery_4,15.94,3.9,D
93,2016-07-01 03:20:00,Battery_5,15.94,3.9,D
94,2016-07-01 03:20:00,Battery_6,15.94,3.9,D
95,2016-07-01 03:25:00,Battery_1,15.94,3.9,D
96,2016-07-01 03:25:00,Battery_2,15.94,3.9,D
97,2016-07-01 03:25:00,Battery_3,15.94,3.9,D
98,2016-07-01 03:25:00,Battery_4,15.94,3.9,D
99,2016-07-01 03:25:00,Battery_5,15.94,3.9,D
100,2016-07-01 03:25:00,Battery_6,15.94,3.9,D
101,2016-07-01 03:30:00,Battery_1,15.94,3.9,D
102,2016-07-01 03:30:00,Battery_2,15.94,3.9,D
103,2016-07-01 03:30:00,Battery_3,15.94,3.9,D
104,2016-07-01 03:30:00,Battery_4,15.94,3.9,D
105,2016-07-01 03:30:00,Battery_5,15.94,3.9,D
106,2016-07-01 03:30:00,Battery_6,15.94,3.9,D
107,2016-07-01 03:35:00,Battery_1,15.94,3.9,D
108,2016-07-01 03:35:00,Battery_2,15.94,3.9,D
109,2016-07-01 03:35:00,Battery_3,15.94,3.9,D
110,2016-07-01 03:35:00,Battery_4,15.94,3.9,D
111,2016-07-01 03:35:00,Battery_5,15.94,3.9,D
112,2016-07-01 03:35:00,Battery_6,15.94,3.9,D
113,2016-07-01 03:40:00,Battery_1,15.94,3.9,D
114,2016-07-01 03:40:00,Battery_2,15.94,3.9,D
115,2016-07-01 03:40:00,Battery_3,15.94,3.9,D
116,2016-07-01 03:40:00,Battery_4,15.94,3.9,D
117,2016-07-01 03:40:00,Battery_5,15.94,3.9,D
118,2016-07-01 03:40:00,Battery_6,15.94,3.9,D
119,2016-07-01 03:45:00,Battery_1,15.94,3.9,D
120,2016-07-01 03:45:00,Battery_2,15.94,3.9,D
121,2016-07-01 03:45:00,Battery_3,15.94,3.9,D
122,2016-07-01 03:45:00,Battery_4,15.94,3.9,D
123,2016-07-01 03:45:00,Battery_5,15.94,3.9,D
124,2016-07-01 03:45:00,Battery_6,15.94,3.9,D
125,2016-07-01 03:50:00,Battery_1,15.94,3.9,D
126,2016-07-01 03:50:00,Battery_2,15.94,3.9,D
127,2016-07-01 03:50:00,Battery_3,15.94,3.9,D
128,2016-07-01 03:50:00,Battery_4,15.94,3.9,D
129,2016-07-01 03:50:00,Battery_5,15.94,3.9,D
130,2016-07-01 03:50:00,Battery_6,15.94,3.9,D
131,2016-07-01 03:55:00,Battery_1,15.94,3.9,D
132,2016-07-01 03:55:00,Battery_2,15.94,3.9,D
133,2016-07-01 03:55:00,Battery_3,15.94,3.9,D
134,2016-07-01 03:55:00,Battery_4,15.94,3.9,D
135,2016-07-01 03:55:00,Battery_5,15.94,3.9,D
136,2016-07-01 03:55:00,Battery_6,15.94,3.9,D
137,2016-07-01 04:00:00,Battery_1,15.94,3.9,D
138,2016-07-01 04:00:00,Battery_2,15.94,3.9,D
139,2016-07-01 04:00:00,Battery_3,15.94,3.9,D
140,2016-07-01 04:00:00,Battery_4,15.94,3.9,D
141,2016-07-01 04:00:00,Battery_5,15.94,3.9,D
142,2016-07-01 04:00:00,Battery_6,15.94,3.9,D
143,2016-07-01 04:05:00,Battery_1,15.94,3.9,D
144,2016-07-01 04:05:00,Battery_2,15.94,3.9,D
145,2016-07-01 04:05:00,Battery_3,15.94,3.9,D
146,2016-07-01 04:05:00,Battery_4,15.94,3.9,D
147,2016-07-01 04:05:00,Battery_5,15.94,3.9,D
148,2016-07-01 04:05:00,Battery_6,15.94,3.9,D
149,2016-07-01 04:10:00,Battery_1,15.94,3.9,D
150,2016-07-01 04:10:00,Battery_2,15.94,3.9,D
151,2016-07-01 04:10:00,Battery_3,15.94,3.9,D
152,2016-07-01 04:10:00,Battery_4,15.94,3.9,D
153,2016-07-01 04:10:00,Battery_5,15.94,3.9,D
154,2016-07-01 04:10:00,Battery_6,15.94,3.9,D
155,2016-07-01 04:15:00,Battery_1,15.94,3.9,D
156,2016-07-01 04:15:00,Battery_2,15.94,3.9,D
157,2016-07-01 04:15:00,Battery_3,15.94,3.9,D
158,2016-07-01 04:15:00,Battery_4,15.94,3.9,D
159,2016-07-01 04:15:00,Battery_5,15.94,3.9,D
160,2016-07-01 04:15:00,Battery_6,15.94,3.9,D
161,2016-07-01 04:20:00,Battery_1,15.94,3.9,D
162,2016-07-01 04:20:00,Battery_2,15.94,3.9,D
163,2016-07-01 04:20:00,Battery_3,15.94,3.9,D
