battery_name,house_name,SOC_min,SOC_max,i_max,u_max,efficiency,SOC_t,active_t-1,active_t,threshold_sell,threshold_buy,p_sell,p_buy,residual_s,q_sell,residual_b,q_buy,lower_bound
Battery_1,GLD_1,0.0,7.0,15,3.9,0.95,0.0,0,0,50.16,14.14,53.05,15.94,0.0,0.0,83.16,3.9,0.0
Battery_2,GLD_2,0.0,7.0,15,3.9,0.95,0.0,0,0,50.16,14.14,53.05,15.94,0.0,0.0,83.16,3.9,0.0
Battery_3,GLD_3,0.0,7.0,15,3.9,0.95,0.0,0,0,50.16,14.14,53.05,15.94,0.0,0.0,83.16,3.9,0.0
Battery_4,GLD_4,0.0,7.0,15,3.9,0.95,0.0,0,0,50.16,14.14,53.05,15.94,0.0,0.0,83.16,3.9,0.0
Battery_5,GLD_5,0.0,7.0,15,3.9,0.95,2.427488,0,0,50.16,14.14,53.05,15.94,29.1299,3.9,54.0301,3.9,0.0
Battery_6,GLD_6,0.0,7.0,15,3.9,0.95,3.60437,0,0,50.16,14.14,53.05,15.94,43.2524,3.9,39.9076,3.9,0.0
