id,run,system_op,customer_op,control_room_data,start_time,end_time,tmy,no_houses,flexible_houses,PV_share,EV_share,Batt_share,fixed_procurement_cost,coincident_peak_rate,p_max,RR,market_data,EV_data,EV_speed,load_forecast,unresp_factor,fixed_tariff,interval,allocation_rule,delta,ref_price,price_intervals,which_price,include_SO,prec,M,Comment
0,TESS,fixed_proc,default,df_controlroom_2016_July_6houses_unconstr.csv,2016-07-01 00:00,2016-07-31 23:59,722900TYA.tmy3,6,0,1,0,0,20,200,100000,30,CAISO_KETTNER_2019_2016.csv,None,slow,myopic,1,FALSE,300,by_award,3,historical,288,,FALSE,4,10000,base_year
1,TESS,fixed_proc,baseline,df_controlroom_2016_July_6houses_unconstr.csv,2016-07-01 00:00,2016-07-31 23:59,722900TYA.tmy3,6,0,1,0,0,20,200,100000,30,CAISO_KETTNER_2019_2016.csv,None,slow,myopic,1,FALSE,300,by_award,3,historical,288,,FALSE,4,10000,base year with df dump
2,TESS,fixed_proc,baseline,df_controlroom_2016_July_6houses_unconstr.csv,2016-07-01 00:00,2016-07-31 23:59,722900TYA.tmy3,6,0,1,0,0,20,-160,100000,30,CAISO_KETTNER_2019_2016.csv,None,slow,myopic,1,FALSE,300,by_award,3,historical,288,,FALSE,4,10000,base year July with df dump
3,TESS,fixed_proc,direct,df_controlroom_2016_July_6houses_unconstr.csv,2016-07-01 00:00,2016-07-31 23:59,722900TYA.tmy3,6,0,1,0,0,20,200,100000,30,CAISO_KETTNER_2019_2016.csv,None,slow,myopic,1,FALSE,300,by_award,3,historical,288,,FALSE,4,10000,base year July with df dump
4,TESS,fixed_proc,direct,df_controlroom_2016_July_6houses_unconstr.csv,2016-07-01 00:00,2016-07-31 23:59,722900TYA.tmy3,6,0,1,0,0,20,-160,100000,30,CAISO_KETTNER_2019_2016.csv,None,slow,myopic,1,FALSE,300,by_award,3,historical,288,,FALSE,4,10000,base year July with df dump
5,TESS,EIM,direct,df_controlroom_2016_July_6houses_unconstr.csv,2016-07-01 00:00,2016-07-31 23:59,722900TYA.tmy3,6,0,1,0,0,0,0,100000,30,CAISO_KETTNER_2019_2016.csv,None,slow,myopic,1,FALSE,300,by_award,3,historical,288,RT,FALSE,4,10000,base year July with df dump
6,TESS,EIM,direct,df_controlroom_2016_July_6houses_unconstr.csv,2016-07-10 16:30,2016-07-11 12:00,722900TYA.tmy3,6,0,1,0,0,0,0,100000,30,CAISO_KETTNER_2019_2016.csv,None,slow,myopic,1,FALSE,300,by_award,3,historical,288,RT,FALSE,4,10000,base year July with df dump
