home_hub_id,service_location_id,market_id,is_active,is_archived,updated_at,created_at
1,1,1,1,0,2021-09-23 21:21:55,2021-07-20 21:44:48
2,2,1,1,0,2021-09-23 21:21:55,2021-07-20 21:44:48
3,3,1,1,0,2021-09-23 21:21:55,2021-07-20 21:44:48
4,4,1,1,0,2021-09-23 21:21:55,2021-07-20 21:44:48
5,5,1,1,0,2021-09-23 21:21:55,2021-07-20 21:44:48
6,6,1,1,0,2021-09-23 21:21:55,2021-07-20 21:44:48
