clock,deviation
1602870054,0.005097
1602870055,0.005673
1602870056,0.00139
1602870057,0.006369
1602870058,0.003141
1602870059,0.001078
1602870060,0.004595
1602870061,-0.018347
1602870061,0.001841
1602870062,0.005409
1602870063,0.000697
1602870064,0.002368
1602870065,0.003543
1602870066,0.005822
1602870067,0.004977
1602870068,0.001053
1602870069,0.002254
1602870070,0.00135
1602870071,0.000761
1602870072,0.0012
1602870073,0.002867
1602870074,0.003303
1602870075,0.003182
1602870076,0.000771
1602870077,0.00192
1602870078,0.006922
1602870079,0.00389
1602870080,0.003413
1602870081,0.002991
1602870082,0.001275
1602870083,0.010762
1602870084,0.003318
1602870085,0.002612
1602870086,0.004975
1602870087,0.000765
1602870088,0.001282
1602870089,0.000764
1602870090,0.002107
1602870091,-0.019734
1602870091,0.00098
1602870092,0.000815
1602870093,0.003544
1602870094,0.000292
1602870095,0.000609
1602870096,0.007868
1602870097,0.001761
1602870098,0.009258
1602870099,0.00573
1602870100,0.002393
1602870101,0.010687
1602870102,0.001348
1602870103,0.005089
1602870104,0.007553
1602870105,0.003338
1602870106,0.001087
1602870107,0.001493
1602870108,0.008256
1602870109,0.007752
1602870110,0.002699
1602870111,0.004253
1602870112,0.002998
1602870113,0.004528
1602870114,0.001549
1602870115,0.00315
1602870116,0.003429
1602870117,0.004126
1602870118,0.001454
1602870119,0.005372
1602870120,0.002286
1602870121,-0.016495
1602870121,0.001486
1602870122,0.005546
1602870123,0.004154
1602870124,0.004142
1602870125,0.001086
1602870126,0.002358
1602870127,0.001531
1602870128,0.003439
1602870129,0.00044
1602870130,0.000594
1602870131,0.006281
1602870132,0.00462
1602870133,0.002261
1602870134,0.001818
1602870135,0.001241
1602870136,0.000389
1602870137,0.003846
1602870138,0.004432
1602870139,0.010408
1602870140,0.000535
1602870141,0.005552
1602870142,0.006184
1602870143,0.004124
1602870144,0.001905
1602870145,0.002266
1602870146,0.001602
1602870147,0.001243
1602870148,0.002259
1602870149,0.008397
1602870150,0.0043
1602870151,-0.019966
1602870151,0.002339
1602870152,0.002081
1602870153,0.001623
1602870154,0.006157
1602870155,0.004158
1602870156,0.001646
1602870157,0.000956
1602870158,0.001766
1602870159,0.006433
1602870160,0.010566
1602870161,0.002981
1602870162,0.001633
1602870163,0.009828
1602870164,0.008258
1602870165,0.00465
1602870166,0.004474
1602870167,0.003358
1602870168,0.003759
1602870169,0.003205
1602870170,0.001189
1602870171,0.002246
1602870172,0.007546
1602870173,0.009192
1602870174,0.010412
1602870175,0.000506
1602870176,0.005793
1602870177,0.003139
1602870178,0.001379
1602870179,0.002708
1602870180,0.002977
1602870181,-0.017134
1602870181,0.000586
1602870182,0.000253
1602870183,0.000461
1602870184,0.002952
1602870185,0.000325
1602870186,0.003856
1602870187,0.002058
1602870188,0.000285
1602870189,0.003742
1602870190,0.000764
1602870191,0.003677
1602870192,0.000992
1602870193,0.004123
1602870194,0.004975
1602870195,0.002237
1602870196,0.002808
1602870197,0.003634
1602870198,0.001996
1602870199,0.011109
1602870200,0.007932
1602870201,0.009255
1602870202,0.009215
1602870203,0.000653
1602870204,0.000908
1602870205,0.00332
1602870206,0.000981
1602870207,0.000715
1602870208,0.006583
1602870209,0.007886
1602870210,0.010806
1602870211,-0.0137
1602870211,0.001883
1602870212,0.001723
1602870213,0.010612
1602870214,0.00436
1602870215,0.001044
1602870216,0.002331
1602870217,0.002042
1602870218,0.003018
1602870219,0.001336
1602870220,0.008116
1602870221,0.008113
1602870222,0.005904
1602870223,0.001144
1602870224,0.002165
1602870225,0.001136
1602870226,0.000652
1602870227,0.004158
1602870228,0.010901
1602870229,0.006207
1602870230,0.001062
1602870231,0.000972
1602870232,0.010204
1602870233,0.000815
1602870234,0.005282
1602870235,0.00217
1602870236,0.007342
1602870237,0.001945
1602870238,0.003933
1602870239,0.001798
1602870240,0.003489
1602870241,-0.013444
1602870241,0.006688
1602870242,0.010353
1602870243,0.001524
1602870244,0.001074
1602870245,0.006115
1602870246,0.002697
1602870247,0.008492
1602870248,0.005101
1602870249,0.000811
1602870250,0.002769
1602870251,0.002615
1602870252,0.002527
1602870253,0.005759
1602870254,0.004833
1602870255,0.001112
1602870256,0.002259
1602870257,0.004058
1602870258,0.008222
1602870259,0.003278
1602870260,0.010566
1602870261,0.004203
1602870262,0.006589
1602870263,0.001838
1602870264,0.007555
1602870265,0.005262
1602870266,0.003827
1602870267,0.00025
1602870268,0.004379
1602870269,0.001094
1602870270,0.004235
1602870271,-0.01407
1602870271,0.001579
1602870272,0.000429
1602870273,0.004111
1602870274,0.001434
1602870275,0.010831
1602870276,0.001054
1602870277,0.002057
1602870278,0.001613
1602870279,0.004808
1602870280,0.001539
1602870281,0.005494
1602870282,0.002589
1602870283,0.006958
1602870284,0.00567
1602870285,0.001892
1602870286,0.005722
1602870287,0.003957
1602870288,0.001792
1602870289,0.001667
1602870290,0.004768
1602870291,0.001173
1602870292,0.004747
1602870293,0.002728
1602870294,0.001018
1602870295,0.004936
1602870296,0.002788
1602870297,0.001138
1602870298,0.001888
1602870299,0.00274
1602870300,0.001876
1602870301,-0.020229
1602870301,0.00846
1602870302,0.002394
1602870303,0.001788
1602870304,0.00036
1602870305,0.000828
1602870306,0.003009
1602870307,0.001722
1602870308,0.008742
1602870309,0.004777
1602870310,0.006387
1602870311,0.001288
1602870312,0.001205
1602870313,0.010209
1602870314,0.005248
1602870315,0.003915
1602870316,0.001213
1602870317,0.007892
1602870318,0.010877
1602870319,0.00097
1602870320,0.000429
1602870321,0.005836
1602870322,0.002921
1602870323,0.0023
1602870324,0.008754
1602870325,0.005315
1602870326,0.003829
1602870327,0.000735
1602870328,0.001862
1602870329,0.002797
1602870330,0.000687
1602870332,0.011068
1602870333,0.000904
1602870334,0.001084
1602870335,0.002178
1602870336,0.007515
1602870337,0.007545
1602870338,0.000788
1602870339,0.007371
1602870340,0.000533
1602870341,0.010532
1602870342,0.000352
1602870343,0.009055
1602870344,0.000466
1602870345,0.000891
1602870346,0.000596
1602870347,0.005006
1602870348,0.004629
1602870349,0.006957
1602870350,0.00034
1602870351,0.001102
1602870352,0.000629
1602870353,0.004559
1602870354,0.002127
1602870355,0.005942
1602870356,0.00039
1602870357,0.006184
1602870358,0.00739
1602870359,0.000781
1602870360,0.000477
1602870361,-0.016509
1602870361,0.000315
1602870362,0.006196
1602870363,0.008834
1602870364,0.006759
1602870365,0.009847
1602870366,0.005243
1602870367,0.000987
1602870368,0.00586
1602870369,0.00854
1602870370,0.000565
1602870371,0.001352
1602870372,0.003789
1602870373,0.005753
1602870374,0.006199
1602870375,0.004389
1602870376,0.017588
1602870377,0.007647
1602870378,0.002058
1602870379,0.003517
1602870380,0.001259
1602870381,0.001376
1602870382,0.005361
1602870383,0.006308
1602870384,0.006445
1602870385,0.004908
1602870386,0.006527
1602870387,0.001263
1602870388,0.001009
1602870389,0.00086
1602870390,0.004128
1602870391,-0.019878
1602870391,0.003588
1602870392,0.002327
1602870393,0.003183
1602870394,0.000545
1602870395,0.002103
1602870396,0.000577
1602870397,0.000642
1602870398,0.000711
1602870399,0.005218
1602870400,0.003746
1602870401,0.003867
1602870402,0.00985
1602870403,0.000717
1602870404,0.000738
1602870405,0.006617
1602870406,0.002046
1602870407,0.0005
1602870408,0.001073
1602870409,0.004184
1602870410,0.003739
1602870411,0.002689
1602870412,0.001021
1602870413,0.000728
1602870414,0.003723
1602870415,0.008122
1602870416,0.003018
1602870417,0.006863
1602870418,0.003766
1602870419,0.001008
1602870420,0.00365
1602870421,-0.018342
1602870421,0.001259
1602870422,0.000933
1602870423,0.004273
1602870424,0.003098
1602870425,0.001076
1602870426,0.001735
1602870427,0.001597
1602870428,0.003051
1602870429,0.007085
1602870430,0.000464
1602870431,0.002373
1602870432,0.001158
1602870433,0.002231
1602870434,0.000854
1602870435,0.00078
1602870436,0.005129
1602870437,0.003184
1602870438,0.001999
1602870439,0.002047
1602870440,0.000486
1602870441,0.000784
1602870442,0.010614
1602870443,0.003296
1602870444,0.032356
1602870445,0.000554
1602870446,0.001751
1602870447,0.001976
1602870448,0.0029
1602870449,0.002386
1602870450,0.005865
1602870451,-0.018583
1602870451,0.006181
1602870452,0.004216
1602870453,0.003343
1602870454,0.00228
1602870455,0.002784
1602870456,0.005071
1602870457,0.000464
1602870458,0.002506
1602870459,0.002607
1602870460,0.003048
1602870461,0.00745
1602870462,0.001112
1602870463,0.001853
1602870464,0.007939
1602870465,0.003797
1602870466,0.006267
1602870467,0.002798
1602870468,0.000421
1602870469,0.002933
1602870470,0.002516
1602870471,0.00589
1602870472,0.007383
1602870473,0.006872
1602870474,0.002988
1602870475,0.000743
1602870476,0.00294
1602870477,0.004882
1602870478,0.001264
1602870479,0.000445
1602870480,0.000439
1602870481,-0.016262
1602870481,0.001193
1602870482,0.005565
1602870483,0.00209
1602870484,0.003715
1602870485,0.002971
1602870486,0.007433
1602870487,0.009966
1602870488,0.005175
1602870489,0.003693
1602870490,0.004962
1602870491,0.001532
1602870492,0.002361
1602870493,0.00438
1602870494,0.000839
1602870495,0.011013
1602870496,0.002755
1602870497,0.001802
1602870498,0.001066
1602870499,0.001085
1602870500,0.010201
1602870501,0.008542
1602870502,0.004845
1602870503,0.001362
1602870504,0.00223
1602870505,0.001998
1602870506,0.004182
1602870507,0.000709
1602870508,0.002408
1602870509,0.001923
1602870510,0.010195
1602870511,-0.015762
1602870511,0.001785
1602870512,0.001062
1602870513,0.000998
1602870514,0.002419
1602870515,0.001705
1602870516,0.006391
1602870517,0.000795
1602870518,0.001335
1602870519,0.002054
1602870520,0.000429
1602870521,0.001442
1602870522,0.002911
1602870523,0.002169
1602870524,0.000536
1602870525,0.000338
1602870526,0.004937
1602870527,0.005636
1602870528,0.002474
1602870529,0.001519
1602870530,0.00259
1602870531,0.000805
1602870532,0.001508
1602870533,0.003634
1602870534,0.005948
1602870535,0.001945
1602870536,0.005644
1602870537,0.001214
1602870538,0.000593
1602870539,0.000584
1602870540,0.003091
1602870541,-0.020043
1602870541,0.002735
1602870542,0.005852
1602870543,0.001935
1602870544,0.003689
1602870545,0.009878
1602870546,0.003346
1602870547,0.003852
1602870548,0.007941
1602870549,0.000588
1602870550,0.00778
1602870551,0.00277
1602870552,0.003206
1602870553,0.008148
1602870554,0.000556
1602870555,0.005067
1602870556,0.005002
1602870557,0.009276
1602870558,0.000833
1602870559,0.010997
1602870560,0.000516
1602870561,0.000287
1602870562,0.001989
1602870563,0.000752
1602870564,0.00707
1602870565,0.002237
1602870566,0.005386
1602870567,0.005961
1602870568,0.001401
1602870569,0.007045
1602870570,0.007954
1602870571,-0.016387
1602870571,0.001128
1602870572,0.002582
1602870573,0.004484
1602870574,0.001991
1602870575,0.002156
1602870576,0.00284
1602870577,0.002639
1602870578,0.008235
1602870579,0.010467
1602870580,0.00914
1602870581,0.006221
1602870582,0.004203
1602870583,0.002398
1602870584,0.001952
1602870585,0.00128
1602870586,0.00049
1602870587,0.001928
1602870588,0.004486
1602870589,0.004898
1602870590,0.001908
1602870591,0.001521
1602870592,0.006028
1602870593,0.001088
1602870594,0.000995
1602870595,0.007483
1602870596,0.006626
1602870597,0.000485
1602870598,0.00148
1602870599,0.002999
1602870600,0.000511
1602870601,-0.0172
1602870601,0.005858
1602870602,0.001004
1602870603,0.003335
1602870604,0.004851
1602870605,0.001059
1602870606,0.000309
1602870607,0.006673
1602870608,0.000426
1602870609,0.001945
1602870610,0.001713
1602870611,0.009232
1602870612,0.003416
1602870613,0.006832
1602870614,0.004731
1602870615,0.001978
1602870616,0.004357
1602870617,0.001007
1602870618,0.004077
1602870619,0.000779
1602870620,0.001704
1602870621,0.001698
1602870622,0.00087
1602870623,0.003736
1602870624,0.003059
1602870625,0.004659
1602870626,0.001773
1602870627,0.007107
1602870628,0.003336
1602870629,0.004106
1602870630,0.001304
1602870631,-0.009633
1602870631,0.002623
1602870632,0.001635
1602870633,0.000825
1602870634,0.00587
1602870635,0.001882
1602870636,0.001601
1602870637,0.00803
1602870638,0.006949
1602870639,0.00602
1602870640,0.003142
1602870641,0.005908
1602870642,0.003984
1602870643,0.0062
1602870644,0.000707
1602870645,0.003411
1602870646,0.000614
1602870647,0.001502
1602870648,0.000403
1602870649,0.002035
1602870650,0.003816
1602870651,0.011142
1602870652,0.009889
1602870653,0.0056
1602870654,0.000493
1602870655,0.000545
1602870656,0.005571
1602870657,0.003494
1602870658,0.002722
1602870659,0.001692
1602870660,0.00089
1602870661,-0.02124
1602870661,0.002115
1602870662,0.004015
1602870663,0.002298
1602870664,0.002435
1602870665,0.002798
1602870666,0.004544
1602870667,0.001421
1602870668,0.010936
1602870669,0.004187
1602870670,0.0037
1602870671,0.001098
1602870672,0.009119
1602870673,0.002386
1602870674,0.000797
1602870675,0.005477
1602870676,0.000382
1602870677,0.005156
1602870678,0.001394
1602870679,0.001657
1602870680,0.007238
1602870681,0.002194
1602870682,0.001576
1602870683,0.003491
1602870684,0.006331
1602870685,0.000619
1602870686,0.002043
1602870687,0.001131
1602870688,0.003721
1602870689,0.007476
1602870690,-0.018121
1602870690,0.002654
1602870691,0.003141
1602870692,0.005246
1602870693,0.001874
1602870694,0.000458
1602870695,0.007425
1602870696,0.004665
1602870697,0.001679
1602870698,0.000442
1602870699,0.004492
1602870700,0.000602
1602870701,0.000967
1602870702,0.00147
1602870703,0.00275
1602870704,0.000805
1602870705,0.001408
1602870706,0.002536
1602870707,0.005213
1602870708,0.000421
1602870709,0.000757
1602870710,0.005695
1602870711,0.004191
1602870712,0.00326
1602870713,0.001142
1602870714,0.001701
1602870715,0.002374
1602870716,0.001449
1602870717,0.005427
1602870718,0.00362
1602870719,0.004773
1602870720,-0.023887
1602870720,0.001289
1602870721,0.003631
1602870722,0.002363
1602870723,0.003464
1602870724,0.002435
1602870725,0.007572
1602870726,0.000504
1602870727,0.004913
1602870728,0.000519
1602870729,0.003216
1602870730,0.001174
1602870731,0.001188
1602870732,0.003098
1602870733,0.008883
1602870734,0.005318
1602870735,0.00345
1602870736,0.006058
1602870737,0.000676
1602870738,0.001098
1602870739,0.004472
1602870740,0.001524
1602870741,0.003104
1602870742,0.000276
1602870743,0.000519
1602870744,0.004262
1602870745,0.001442
1602870746,0.001023
1602870747,0.007164
1602870748,0.001378
1602870749,0.001523
1602870750,-0.010995
1602870750,0.001308
1602870751,0.008578
1602870752,0.010194
1602870753,0.001152
1602870754,0.000484
1602870755,0.001037
1602870756,0.002888
1602870757,0.003939
1602870758,0.006553
1602870759,0.000355
1602870760,0.008367
1602870761,0.003791
1602870762,0.003803
1602870763,0.007936
1602870764,0.001904
1602870765,0.005626
1602870766,0.000483
1602870767,0.00511
1602870768,0.004438
1602870769,0.002253
1602870770,0.008776
1602870771,0.000996
1602870772,0.003037
1602870773,0.001596
1602870774,0.001972
1602870775,0.001028
1602870776,0.000493
1602870777,0.00694
1602870778,0.005957
1602870779,0.003389
1602870780,-0.017955
1602870780,0.003578
1602870781,0.005919
1602870782,0.002049
1602870783,0.000497
1602870784,0.00067
1602870785,0.000869
1602870786,0.006228
1602870787,0.000762
1602870788,0.001952
1602870789,0.003873
1602870790,0.003026
1602870791,0.005799
1602870792,0.001512
1602870793,0.000652
1602870794,0.006625
1602870795,0.008162
1602870796,0.00152
1602870797,0.00114
1602870798,0.002303
1602870799,0.003003
1602870800,0.008204
1602870801,0.004361
1602870802,0.003724
1602870803,0.001405
1602870804,0.002959
1602870805,0.008703
1602870806,0.002658
1602870807,0.001773
1602870808,0.007379
1602870809,0.006024
1602870810,-0.015003
1602870810,0.000562
1602870811,0.009713
1602870812,0.002088
1602870813,0.005464
1602870814,0.00805
1602870815,0.003653
1602870816,0.001916
1602870817,0.000707
1602870818,0.002352
1602870819,0.000787
1602870820,0.00232
1602870821,0.007563
1602870822,0.004384
1602870823,0.004424
1602870824,0.00034
1602870825,0.004147
1602870826,0.000477
1602870827,0.001437
1602870828,0.003836
1602870829,0.000872
1602870830,0.004084
1602870831,0.00497
1602870832,0.000501
1602870833,0.010599
1602870834,0.003991
1602870835,0.000778
1602870836,0.000937
1602870837,0.002524
1602870838,0.000894
1602870839,0.009511
1602870840,-0.020222
1602870840,0.003847
1602870841,0.006163
1602870842,0.004438
1602870843,0.006147
1602870844,0.004842
1602870845,0.000876
1602870846,0.008419
1602870847,0.002245
1602870848,0.001851
1602870849,0.008529
1602870850,0.005064
1602870851,0.001119
1602870852,0.004982
1602870853,0.008803
1602870854,0.000651
1602870855,0.00599
1602870856,0.001768
1602870857,0.000948
1602870858,0.004957
1602870859,0.00153
1602870860,0.00252
1602870861,0.00088
1602870862,0.001316
1602870863,0.002846
1602870864,0.003949
1602870865,0.000462
1602870866,0.003196
1602870867,0.001012
1602870868,0.001031
1602870869,0.008044
1602870870,-0.020821
1602870870,0.004081
1602870871,0.003019
1602870872,0.003016
1602870873,0.002243
1602870874,0.002334
1602870875,0.001847
1602870876,0.003128
1602870877,0.005186
1602870878,0.002641
1602870879,0.001752
1602870880,0.000528
1602870881,0.000355
1602870882,0.003757
1602870883,0.00403
1602870884,0.001566
1602870885,0.004717
1602870886,0.002366
1602870887,0.002104
1602870888,0.008911
1602870889,0.00512
1602870890,0.000718
1602870891,0.001695
1602870892,0.002242
1602870893,0.001192
1602870894,0.003801
1602870895,0.010094
1602870896,0.000741
1602870897,0.010836
1602870898,0.001649
1602870899,0.003113
1602870900,-0.017692
1602870900,0.004523
1602870901,0.000853
1602870902,0.004911
1602870903,0.005382
1602870904,0.005941
1602870905,0.010567
1602870906,0.000613
1602870907,0.000515
1602870908,0.000678
1602870909,0.001363
1602870910,0.002282
1602870911,0.001498
1602870912,0.004487
1602870913,0.001547
1602870914,0.004285
1602870915,0.010716
1602870916,0.00134
1602870917,0.010189
1602870918,0.001881
1602870919,0.001348
1602870920,0.00258
1602870921,0.000801
1602870922,0.002086
1602870923,0.005056
1602870924,0.00052
1602870925,0.000989
1602870926,0.004903
1602870927,0.001027
1602870928,0.006948
1602870929,0.000686
1602870930,-0.019335
1602870930,0.005036
1602870931,0.005908
1602870932,0.002146
1602870933,0.002628
1602870934,0.001337
1602870935,0.006246
1602870936,0.005541
1602870937,0.009625
1602870938,0.002708
1602870939,0.002322
1602870940,0.003811
1602870941,0.000429
1602870942,0.007831
1602870943,0.005546
1602870944,0.000906
1602870945,0.000672
1602870946,0.000774
1602870947,0.001656
1602870948,0.002517
1602870949,0.000549
1602870950,0.003278
1602870951,0.009763
1602870952,0.001328
1602870953,0.006975
1602870954,0.001303
1602870955,0.002295
1602870956,0.003125
1602870957,0.004263
1602870958,0.001207
1602870959,0.002248
1602870960,-0.021474
1602870960,0.001403
1602870961,0.000896
1602870962,0.000564
1602870963,0.001068
1602870964,0.001542
1602870965,0.003684
1602870966,0.002769
1602870967,0.008634
1602870968,0.006727
1602870969,0.001827
1602870970,0.003309
1602870971,0.000532
1602870972,0.003064
1602870973,0.007686
1602870974,0.002777
1602870975,0.008107
1602870976,0.002642
1602870977,0.006471
1602870978,0.003257
1602870979,0.002683
1602870980,0.004913
1602870981,0.010868
1602870982,0.002582
1602870983,0.000898
1602870984,0.001906
1602870985,0.001465
1602870986,0.00074
1602870987,0.000981
1602870988,0.003728
1602870989,0.000536
1602870990,-0.018714
1602870990,0.002069
1602870991,0.002531
1602870992,0.001385
1602870993,0.000397
1602870994,0.003257
1602870995,0.004226
1602870996,0.002421
1602870997,0.005826
1602870998,0.004862
1602870999,0.00082
1602871000,0.000841
1602871001,0.000685
1602871002,0.002669
1602871003,0.00326
1602871004,0.007077
1602871005,0.005196
1602871006,0.010563
1602871007,0.00956
1602871008,0.000858
1602871009,0.000781
1602871010,0.001865
1602871011,0.001274
1602871012,0.005333
1602871013,0.004098
1602871014,0.000573
1602871015,0.005438
1602871016,0.002512
1602871017,0.004151
1602871018,0.006416
1602871019,0.007485
1602871020,-0.018566
1602871020,0.000504
1602871021,0.004454
1602871022,0.006691
1602871023,0.005485
1602871024,0.000677
1602871025,0.002681
1602871026,0.005557
1602871027,0.000407
1602871028,0.007227
1602871029,0.007806
1602871030,0.000528
1602871031,0.001585
1602871032,0.003871
1602871033,0.004253
1602871034,0.00358
1602871035,0.004373
1602871036,0.000796
1602871037,0.000546
1602871038,0.000307
1602871039,0.001559
1602871040,0.000643
1602871041,0.003532
1602871042,0.001113
1602871043,0.009488
1602871044,0.005619
1602871045,0.002564
1602871046,0.000504
1602871047,0.001251
1602871048,0.004021
1602871049,0.000905
1602871050,-0.016911
1602871050,0.002275
1602871051,0.006231
1602871052,0.000958
1602871053,0.00428
1602871054,0.002895
1602871055,0.001034
1602871056,0.005843
1602871057,0.004518
1602871058,0.007032
1602871059,0.000669
1602871060,0.002283
1602871061,0.00393
1602871062,0.002964
1602871063,0.000781
1602871064,0.008115
1602871065,0.000986
1602871066,0.010705
1602871067,0.004175
1602871068,0.005706
1602871069,0.000645
1602871070,0.000597
1602871071,0.00158
1602871072,0.009084
1602871073,0.009834
1602871074,0.004074
1602871075,0.004597
1602871076,0.001123
1602871077,0.000649
1602871078,0.004155
1602871079,0.092652
1602871080,-0.022043
1602871080,0.002479
1602871081,0.002782
1602871082,0.004723
1602871083,0.002042
1602871084,0.000885
1602871085,0.001741
1602871086,0.001323
1602871087,0.00123
1602871088,0.000995
1602871089,0.000575
1602871090,0.002149
1602871091,0.001689
1602871092,0.00476
1602871093,0.001563
1602871094,0.000531
1602871095,0.00307
1602871096,0.000608
1602871097,0.002347
1602871098,0.005459
1602871099,0.001146
1602871100,0.005607
1602871101,0.001736
