# file...... results/meter_load_P.csv
# date...... Wed Sep 29 17:44:42 2021
# user...... (null)
# host...... (null)
# group..... class=triplex_meter
# property.. measured_real_power
# limit..... 0
# interval.. 60
# timestamp,meter_1,meter_2,meter_3,meter_4,meter_5,meter_6
2021-09-22 00:00:00 UTC,+805.055,+805.055,+848.594,+848.594,+428.609,+428.609
2021-09-22 00:01:00 UTC,+798.04,+798.04,+841.04,+841.04,+426.271,+426.271
2021-09-22 00:02:00 UTC,+791.113,+791.113,+833.578,+833.578,+423.961,+423.961
2021-09-22 00:03:00 UTC,+784.272,+784.272,+826.21,+826.21,+421.678,+421.678
2021-09-22 00:04:00 UTC,+777.518,+777.518,+818.934,+818.934,+419.423,+419.423
2021-09-22 00:05:00 UTC,+770.851,+770.851,+811.752,+811.752,+417.196,+417.196
2021-09-22 00:06:00 UTC,+764.271,+764.271,+804.663,+804.663,+414.995,+414.995
2021-09-22 00:07:00 UTC,+757.778,+757.778,+797.667,+797.667,+412.822,+412.822
2021-09-22 00:08:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:09:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:10:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:11:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:12:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:13:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:14:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:15:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:16:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:17:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:18:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:19:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:20:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:21:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:22:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:23:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:24:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:25:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:26:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:27:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:28:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:29:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:30:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:31:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:32:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:33:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:34:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:35:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:36:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:37:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:38:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:39:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:40:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:41:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:42:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:43:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:44:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:45:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:46:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:47:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:48:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:49:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:50:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:51:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:52:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:53:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:54:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:55:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:56:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:57:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:58:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 00:59:00 UTC,+754.564,+754.564,+790.764,+790.764,+410.677,+410.677
2021-09-22 01:00:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:01:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:02:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:03:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:04:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:05:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:06:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:07:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:08:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:09:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:10:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:11:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:12:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:13:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:14:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:15:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:16:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:17:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:18:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:19:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:20:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:21:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:22:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:23:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:24:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:25:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:26:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:27:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:28:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:29:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:30:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:31:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:32:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:33:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:34:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:35:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:36:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:37:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:38:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:39:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:40:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:41:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:42:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:43:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:44:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:45:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:46:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:47:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:48:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:49:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:50:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:51:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:52:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:53:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:54:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:55:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:56:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:57:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:58:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 01:59:00 UTC,+721.779,+721.779,+757.979,+757.979,+377.892,+377.892
2021-09-22 02:00:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:01:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:02:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:03:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:04:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:05:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:06:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:07:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:08:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:09:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:10:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:11:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:12:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:13:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:14:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:15:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:16:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:17:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:18:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:19:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:20:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:21:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:22:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:23:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:24:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:25:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:26:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:27:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:28:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:29:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:30:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:31:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:32:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
2021-09-22 02:33:00 UTC,+702.975,+702.975,+739.175,+739.175,+359.087,+359.087
