# file...... results/meter_load_Q.csv
# date...... Wed Sep 29 17:44:42 2021
# user...... (null)
# host...... (null)
# group..... class=triplex_meter
# property.. measured_reactive_power
# limit..... 0
# interval.. 60
# timestamp,meter_1,meter_2,meter_3,meter_4,meter_5,meter_6
2021-09-22 00:00:00 UTC,+361.441,+361.441,+382.317,+382.317,+178.909,+178.909
2021-09-22 00:01:00 UTC,+358.461,+358.461,+379.078,+379.078,+178.196,+178.196
2021-09-22 00:02:00 UTC,+355.519,+355.519,+375.88,+375.88,+177.493,+177.493
2021-09-22 00:03:00 UTC,+352.614,+352.614,+372.722,+372.722,+176.798,+176.798
2021-09-22 00:04:00 UTC,+349.746,+349.746,+369.604,+369.604,+176.111,+176.111
2021-09-22 00:05:00 UTC,+346.915,+346.915,+366.526,+366.526,+175.433,+175.433
2021-09-22 00:06:00 UTC,+344.122,+344.122,+363.488,+363.488,+174.763,+174.763
2021-09-22 00:07:00 UTC,+341.366,+341.366,+360.491,+360.491,+174.102,+174.102
2021-09-22 00:08:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:09:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:10:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:11:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:12:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:13:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:14:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:15:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:16:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:17:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:18:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:19:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:20:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:21:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:22:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:23:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:24:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:25:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:26:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:27:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:28:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:29:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:30:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:31:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:32:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:33:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:34:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:35:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:36:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:37:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:38:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:39:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:40:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:41:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:42:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:43:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:44:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:45:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:46:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:47:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:48:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:49:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:50:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:51:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:52:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:53:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:54:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:55:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:56:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:57:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:58:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 00:59:00 UTC,+340.002,+340.002,+357.534,+357.534,+173.449,+173.449
2021-09-22 01:00:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:01:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:02:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:03:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:04:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:05:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:06:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:07:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:08:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:09:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:10:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:11:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:12:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:13:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:14:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:15:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:16:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:17:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:18:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:19:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:20:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:21:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:22:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:23:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:24:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:25:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:26:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:27:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:28:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:29:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:30:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:31:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:32:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:33:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:34:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:35:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:36:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:37:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:38:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:39:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:40:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:41:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:42:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:43:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:44:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:45:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:46:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:47:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:48:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:49:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
2021-09-22 01:50:00 UTC,+327.27,+327.27,+344.802,+344.802,+160.717,+160.717
